episode,global_step,avg_reward,avg_shaped_reward,avg_reward_margin,avg_hard_block_gap,hard_replay_added,episode_no_ris_rate,episode_phase_gradient_reflector_rate,episode_reward_baseline,rx_candidate_index,rx_focus_selected,rx_focus_selection_prob,rx_focus_candidate_avg_gap,rx_candidate_avg_gap_after_episode,avg_actor_loss,avg_critic_loss,avg_alpha_loss,avg_alpha,avg_mean_q,avg_mean_log_prob,avg_actor_updated,avg_collection_deterministic,avg_collection_deterministic_prob,avg_exploration_scale,avg_action_noise_std,avg_effective_policy_delay,avg_actor_gate_active,avg_online_hard_step_gap,rx_block_episodes,rx_reused,eval_avg_reward,eval_avg_shaped_reward,eval_avg_reward_margin
32,256,4.83690159169043,1.5247423859349396,-6.624318411510983,6.624318411510983,8,4.7606637026943,11.461220003201413,11.461220003201413,0,0.0,0.0,0.0,6.643440938790961,-22.571467399597168,17.25186264514923,-72.34594345092773,0.04913944099098444,22.37435817718506,-4.011043310165405,0.25,0.5,0.62255859375,0.03521484375,0.00134765625,5.5,0.875,6.611914165156406,2,1.0,7.621569887164252,6.014072582412823,-2.7177150361217652
33,264,4.410420532576769,0.8733665791868546,-7.07410790677983,7.07410790677983,8,4.719652803893327,11.484528439356598,11.484528439356598,0,0.0,0.0,0.0,6.682592481335404,-22.818464279174805,17.44723629951477,-85.53820037841797,0.04913007374852896,22.406346321105957,-8.38771367073059,0.25,0.625,0.64912109375,0.0243603515625,0.0008740234375000001,5.5,0.875,7.080120714699243,2,0.0,,,
34,272,4.404033878147903,0.8637865975435546,-7.080494561208695,7.080494561208695,8,4.719652803893327,11.484528439356598,11.484528439356598,0,0.0,0.0,0.0,6.715750987991512,-22.562753677368164,17.96386730670929,-99.27211380004883,0.049119897186756134,21.926931381225586,-12.943393230438232,0.25,0.75,0.67568359375,0.0150439453125,0.0005029296874999999,5.5,0.875,7.079100968143716,2,1.0,10.97161429536978,10.598180322275304,-0.24679673034443894
35,280,10.868259078532898,11.203102612796389,1.6742176713174608,0.0,0,10.919508305096539,9.194041407215437,9.194041407215437,2,0.0,0.0,0.0,0.9000428482673856,-23.71369695663452,16.499218821525574,-115.97020149230957,0.049100794829428196,22.806199073791504,-18.480236530303955,0.5,0.75,0.7022460937499999,0.014018554687499999,0.00043457031250000006,2.0,0.0,0.0,2,0.0,,,
36,288,10.880277518335825,11.217524740559904,1.6862361111203885,0.0,0,10.919508305096539,9.194041407215437,9.194041407215437,2,0.0,0.0,0.0,0.7875374922339624,-24.27041721343994,19.567142486572266,-139.48658752441406,0.049072880297899246,22.980850219726562,-26.274907112121582,0.5,0.625,0.72880859375,0.018720703125,0.000498046875,2.0,0.0,0.0,2,1.0,8.369233727276164,6.421726178725612,-3.895015097101102
37,296,11.034443199877689,9.930274477710032,-2.2083374443353136,2.2083374443353136,0,11.08402872972467,13.242780644213003,13.242780644213003,3,0.0,0.0,0.0,1.5723640986889678,-25.90705156326294,17.51036500930786,-153.6365852355957,0.04903948213905096,24.388635635375977,-30.958086013793945,0.5,0.5,0.75537109375,0.023349609375,0.0005566406249999998,2.0,0.0,2.2026005424405612,2,0.0,,,
38,304,11.01736131903855,9.904651656451321,-2.225419325174453,2.225419325174453,0,11.08402872972467,13.242780644213003,13.242780644213003,3,0.0,0.0,0.0,1.6539960019996534,-27.3317608833313,18.54235088825226,-163.7660140991211,0.04900083225220442,25.650492191314697,-34.304182052612305,0.5,0.875,0.78193359375,0.0053613281249999985,0.0001074218750000001,2.0,0.0,2.222475703512301,2,1.0,8.233385359971338,6.270670755212235,-3.9254292095182075
39,312,5.694253793751529,2.8985221883565293,-5.591463210790001,5.591463210790001,8,5.637508086192993,11.28571700454153,11.28571700454153,4,0.0,0.0,0.0,2.170592570425313,-27.128787994384766,19.648852348327637,-170.88079833984375,0.04897174518555403,25.33359432220459,-36.65161323547363,0.25,0.75,0.80849609375,0.009550781250000001,0.0001367187499999999,5.5,0.875,5.591184122379187,2,0.0,,,
40,320,5.693179159325757,2.8969102367178707,-5.592537845215773,5.592537845215773,8,5.637508086192993,11.28571700454153,11.28571700454153,4,0.0,0.0,0.0,2.5127870979043587,-27.164409637451172,20.397653937339783,-169.13301849365234,0.04894936829805374,25.398813247680664,-36.06375503540039,0.25,0.875,0.8350585937499999,0.003823242187499999,4.882812499999896e-06,5.5,0.875,5.589018134928841,2,1.0,10.880394295249484,9.743118919166552,-2.2745507521658634
41,328,10.75993183449059,9.623941684517103,-2.2719802999469714,2.2719802999469714,0,10.817031460980381,13.031912134437562,13.031912134437562,1,0.0,0.0,0.0,2.3508922614801553,-27.946322917938232,19.60371994972229,-169.17694473266602,0.048911361023783684,26.1818904876709,-36.06523132324219,0.5,0.875,0.85,0.00375,0.0,2.0,0.0,2.27061978612237,2,0.0,,,
42,336,10.755929798324166,9.61793863026747,-2.2759823361133957,2.2759823361133957,0,10.817031460980381,13.031912134437562,13.031912134437562,1,0.0,0.0,0.0,2.3321647801384655,-27.46046257019043,19.76421332359314,-175.82987594604492,0.048862616531550884,25.59095048904419,-38.250935554504395,0.5,0.875,0.85,0.00375,0.0,2.0,0.0,2.2756563254456923,2,1.0,11.083429244438921,10.183501190173551,-1.7998561085307347
43,344,10.990065425326645,9.846109157793398,-2.2879125350664875,2.2879125350664875,0,10.987483191444193,13.277977960393132,13.277977960393132,2,0.0,0.0,0.0,0.9542458303264651,-27.49278497695923,20.45076298713684,-170.22983169555664,0.04881203733384609,25.716703414916992,-36.37653732299805,0.5,0.625,0.85,0.01125,0.0,2.0,0.0,2.2878696850442815,2,0.0,,,
44,352,10.989144975227765,9.844728482645081,-2.2888329851653673,2.2888329851653673,0,10.987483191444193,13.277977960393132,13.277977960393132,2,0.0,0.0,0.0,1.0877045458103554,-26.773653030395508,21.826741337776184,-170.96106719970703,0.048760488629341125,24.98858404159546,-36.59901428222656,0.5,0.75,0.85,0.0075,0.0,2.0,0.0,2.2889918528672917,2,1.0,8.068145501096708,6.05962315519855,-4.017044691796315
45,360,11.17049441295607,10.511445246661014,-1.3180983325901092,1.3180983325901092,0,11.179648799602868,12.48859274554618,12.48859274554618,4,0.0,0.0,0.0,2.404179028330336,-27.51057243347168,22.353402376174927,-167.23521423339844,0.04870839975774288,25.788456916809082,-35.34597301483154,0.5,0.625,0.85,0.01125,0.0,2.0,0.0,1.3171265088016413,2,0.0,,,
46,368,11.16728137669485,10.506625692269184,-1.3213113688513296,1.3213113688513296,0,11.179648799602868,12.48859274554618,12.48859274554618,4,0.0,0.0,0.0,2.3139400567070854,-27.551058769226074,23.300045013427734,-174.57546997070312,0.04865596257150173,25.713570594787598,-37.7546329498291,0.5,0.625,0.85,0.01125,0.0,2.0,0.0,1.3207366353131293,2,1.0,4.698757618058522,1.3089143343005651,-6.779686567515917
47,376,4.929493017938268,1.5533457067874685,-6.752294622301599,6.752294622301599,8,4.713455304313816,11.681787640239866,11.681787640239866,0,0.0,0.0,0.0,6.718562036784595,-28.440387725830078,25.55343270301819,-175.0357208251953,0.04861951433122158,26.597758293151855,-37.89124870300293,0.25,1.0,0.85,0.0,0.0,5.5,0.875,6.750605579281302,2,0.0,,,
48,384,4.91693292586919,1.534505568683853,-6.764854714370676,6.764854714370676,8,4.713455304313816,11.681787640239866,11.681787640239866,0,0.0,0.0,0.0,6.721868656612172,-27.898241996765137,23.81612753868103,-173.06694793701172,0.04859282076358795,26.088773727416992,-37.229732513427734,0.25,0.875,0.85,0.00375,0.0,5.5,0.875,6.762137719338921,2,1.0,7.72452792204853,5.610740813451233,-4.227574217194592
