episode,global_step,avg_reward,avg_shaped_reward,avg_reward_margin,avg_hard_block_gap,episode_no_ris_rate,episode_phase_gradient_reflector_rate,episode_reward_baseline,avg_actor_loss,avg_critic_loss,avg_alpha_loss,avg_alpha,avg_mean_q,avg_mean_log_prob,avg_actor_updated,avg_collection_deterministic,avg_collection_deterministic_prob,avg_exploration_scale,avg_action_noise_std,rx_block_episodes,rx_reused,eval_avg_reward,eval_avg_shaped_reward,eval_avg_reward_margin
20,160,11.312591319511577,11.424226214862212,0.5581744767531713,0.0,11.300479510470948,10.754416842758406,10.754416842758406,-24.203898429870605,23.30010437965393,-189.9225311279297,0.0493161715567112,22.07706642150879,-43.11366653442383,0.5,0.5,0.30380859374999997,0.0632666015625,0.0032177734375,2,1.0,7.847972623527146,5.664860560658579,-4.366224125737135
21,168,10.727113041210952,9.497060262578731,-2.4601055572644412,2.4601055572644412,10.76194512950725,13.187218598475393,13.187218598475393,-25.320375442504883,24.484610319137573,-148.580322265625,0.049265009351074696,23.873620986938477,-29.357952117919922,0.5,0.5,0.33037109375,0.0610693359375,0.0030712890625,2,0.0,,,
22,176,10.719141033577785,9.485102251128982,-2.4680775648976088,2.4680775648976088,10.76194512950725,13.187218598475393,13.187218598475393,-24.967524528503418,28.066713094711304,-87.08993148803711,0.04921954125165939,24.528207302093506,-8.92208793759346,0.5,0.25,0.35693359375,0.0876123046875,0.0043408203125,2,1.0,,,
23,184,5.06926672018449,1.9833126302501498,-6.171908179868679,6.171908179868679,4.717650770311104,11.241174900053169,11.241174900053169,-24.567623138427734,33.466824531555176,-10.119187951087952,0.04918308090418577,25.386087894439697,16.639935970306396,0.5,0.375,0.38349609375,0.0703125,0.0034375000000000005,2,0.0,,,
24,192,5.008288561889932,1.8918453928083132,-6.232886338163237,6.232886338163237,4.717650770311104,11.241174900053169,11.241174900053169,-20.056416988372803,40.91633892059326,41.852800369262695,0.049158946610987186,21.72268295288086,33.892483711242676,0.5,0.375,0.41005859375,0.0676025390625,0.0032568359375,2,1.0,11.0077041441373,10.033480426399144,-1.9484474354763073
25,200,10.908280435481535,9.932192969479166,-1.9521749320047324,1.9521749320047324,10.914924120981635,12.860455367486267,12.860455367486267,-17.621850967407227,38.17460107803345,24.775476455688477,0.049146272242069244,19.00899839401245,28.223215579986572,0.5,0.75,0.43662109374999997,0.0260302734375,0.0012353515625000001,2,0.0,,,
26,208,10.939261750638611,9.978664942214783,-1.9211936168476562,1.9211936168476562,10.914924120981635,12.860455367486267,12.860455367486267,-23.878422737121582,28.061763048171997,-23.3666353225708,0.04913874622434378,24.480158805847168,12.244983911514282,0.5,0.375,0.46318359375,0.06181640625,0.0028710937499999995,2,1.0,,,
27,216,11.042577240184404,10.03794196440613,-2.0092705515565417,2.0092705515565417,11.081237686939467,13.051847791740945,13.051847791740945,-27.155558586120605,29.357004404067993,-70.21289253234863,0.0491298483684659,26.993355751037598,-3.3014557361602783,0.5,0.375,0.48974609375,0.05859375,0.0026562500000000006,2,0.0,,,
28,224,11.021312757111403,10.006045239796634,-2.0305350346295423,2.0305350346295423,11.081237686939467,13.051847791740945,13.051847791740945,-26.73505687713623,27.23737907409668,-90.81035614013672,0.04911638144403696,26.23725938796997,-10.134572267532349,0.5,0.375,0.51630859375,0.055810546875,0.0024707031250000002,2,1.0,11.034164146749607,11.708606330713492,3.372210919819429
29,232,11.292516907836236,12.44702570522143,5.772543986925979,0.0,11.283256496634747,5.519972920910257,5.519972920910257,-27.11833667755127,24.791334629058838,-109.2547721862793,0.04909738712012768,26.320377349853516,-16.250956296920776,0.5,0.375,0.54287109375,0.0523681640625,0.0022412109375,2,0.0,,,
30,240,11.282854179788439,12.435430431564075,5.762881258878182,0.0,11.283256496634747,5.519972920910257,5.519972920910257,-27.705312252044678,27.868601322174072,-116.83465766906738,0.04907306656241417,26.78458595275879,-18.759947299957275,0.5,0.625,0.5694335937499999,0.029707031249999998,0.0012304687500000002,2,1.0,,,
31,248,10.808636608479937,11.009577223585902,1.0047030755298394,0.0,10.766627166272126,9.803933532950097,9.803933532950097,-28.368357181549072,28.995527029037476,-120.58952140808105,0.049044315703213215,27.387397289276123,-19.99821949005127,0.5,0.375,0.59599609375,0.04665527343749999,0.0018603515624999998,2,0.0,,,
32,256,10.817289410946518,11.019960586545803,1.0133558779964211,0.0,10.766627166272126,9.803933532950097,9.803933532950097,-28.764674186706543,28.671956062316895,-116.51981925964355,0.049012414179742336,27.85090970993042,-18.64018678665161,0.5,0.75,0.62255859375,0.0170947265625,0.0006396484374999999,2,1.0,8.329173082053718,6.432101272426519,-3.7941436192543985
33,264,5.316703093708108,2.36010696016268,-5.913192267090858,5.913192267090858,5.6268397719014045,11.229895360798967,11.229895360798967,-25.48165798187256,38.6663875579834,-102.83714485168457,0.04897897783666849,24.79115867614746,-14.095130443572998,0.5,1.0,0.64912109375,0.0,0.0,2,0.0,,,
34,272,5.298177889908549,2.332319154463341,-5.931717470890417,5.931717470890417,5.6268397719014045,11.229895360798967,11.229895360798967,-21.66584300994873,40.764583110809326,-89.9167423248291,0.0489458329975605,21.185853958129883,-9.804678201675415,0.5,0.75,0.67568359375,0.015556640625,0.000537109375,2,1.0,,,
35,280,11.34652817749251,10.511423245330132,-1.6702098643247556,1.6702098643247556,11.30219565143326,13.016738041817266,13.016738041817266,-20.25129461288452,40.22051477432251,-98.70084381103516,0.04891343414783478,19.629555225372314,-12.709031343460083,0.5,0.625,0.7022460937499999,0.020624999999999998,0.0006250000000000001,2,0.0,,,
36,288,11.351050157611645,10.518206215508831,-1.6656878842056209,1.6656878842056209,11.30219565143326,13.016738041817266,13.016738041817266,-22.942082405090332,33.6389946937561,-114.57255363464355,0.04888040479272604,22.06405258178711,-17.960291385650635,0.5,0.875,0.72880859375,0.006166992187500001,0.00016113281250000003,2,1.0,4.039431087593837,0.17026455590860534,-7.73833306337046
37,296,4.023538311814734,0.14436513426840475,-7.758346355092659,7.758346355092659,4.648502654770328,11.781884666907393,11.781884666907393,-24.685302257537842,35.97971320152283,-136.51876258850098,0.04884467087686062,23.45318078994751,-25.220922470092773,0.5,1.0,0.75537109375,0.0,0.0,2,0.0,,,
38,304,4.046125605276153,0.17824607446053337,-7.73575906163124,7.73575906163124,4.648502654770328,11.781884666907393,11.781884666907393,-25.523768424987793,46.2799859046936,-150.74374771118164,0.048804800026118755,24.063218593597412,-29.91990327835083,0.5,0.75,0.78193359375,0.010576171874999998,0.00020507812500000018,2,1.0,,,
39,312,4.098013234657653,0.26019803447588036,-7.675630400363547,7.675630400363547,4.686238886648063,11.7736436350212,11.7736436350212,-21.455304622650146,43.056983947753906,-154.47321701049805,0.04876114334911108,19.93653631210327,-31.14002513885498,0.5,0.875,0.80849609375,0.0047753906250000006,6.835937500000006e-05,2,0.0,,,
40,320,4.17870581483386,0.3812369047401906,-7.59493782018734,7.59493782018734,4.686238886648063,11.7736436350212,11.7736436350212,-19.67129421234131,42.96443510055542,-161.07634735107422,0.04871442820876837,18.048271656036377,-33.3093147277832,0.5,0.625,0.8350585937499999,0.012568359375000001,8.789062500000008e-05,2,1.0,11.081844918382085,9.987425154638295,-2.1888395274875787
41,328,11.074808886503272,10.043723756024882,-2.0621702609567834,2.0621702609567834,11.100854530759465,13.136979147460055,13.136979147460055,-20.896713733673096,37.93430948257446,-175.7238540649414,0.04866462666541338,19.040279388427734,-38.13772201538086,0.5,0.875,0.85,0.00375,0.0,2,0.0,,,
42,336,11.088769368917426,10.06466447964611,-2.0482097785426294,2.0482097785426294,11.100854530759465,13.136979147460055,13.136979147460055,-21.682156085968018,35.98123836517334,-183.4861717224121,0.048611520789563656,19.703893661499023,-40.684264183044434,0.5,0.625,0.85,0.01125,0.0,2,1.0,,,
43,344,11.062809512510464,9.89201939662606,-2.341580231768811,2.341580231768811,11.064879606584622,13.404389744279275,13.404389744279275,-25.965947151184082,41.26216983795166,-197.3803596496582,0.04855525866150856,23.767958164215088,-45.2548131942749,0.5,1.0,0.85,0.0,0.0,2,0.0,,,
44,352,11.050046420946666,9.87287475928036,-2.3543433233326088,2.3543433233326088,11.064879606584622,13.404389744279275,13.404389744279275,-27.446491718292236,40.722434282302856,-199.76768112182617,0.048495953902602196,25.214122772216797,-46.01783752441406,0.5,0.5,0.85,0.015,0.0,2,1.0,8.075132811664878,6.629644159401583,-2.753085551182355
45,360,5.357003994435589,2.370097147499388,-5.973813693872398,5.973813693872398,5.642379939993957,11.330817688307986,11.330817688307986,-28.410834789276123,37.66351914405823,-196.18878173828125,0.04843463562428951,26.239858627319336,-44.80827808380127,0.5,1.0,0.85,0.0,0.0,2,0.0,,,
46,368,5.337232406347507,2.3404397653672664,-5.993585281960479,5.993585281960479,5.642379939993957,11.330817688307986,11.330817688307986,-28.076980113983154,44.081790924072266,-191.61867904663086,0.04837259370833635,25.983129024505615,-43.27184200286865,0.5,1.0,0.85,0.0,0.0,2,1.0,,,
47,376,10.786526310602747,10.878707765245998,0.4609072732162698,0.0,10.793804352739594,10.325619037386478,10.325619037386478,-24.482006549835205,57.74216842651367,-177.73476028442383,0.0483109001070261,22.613567352294922,-38.662692070007324,0.5,1.0,0.85,0.0,0.0,2,0.0,,,
48,384,10.787358792733194,10.879706743802535,0.4617397553467164,0.0,10.793804352739594,10.325619037386478,10.325619037386478,-24.69383955001831,48.8869891166687,-163.15382385253906,0.048250957392156124,23.061097145080566,-33.82788944244385,0.5,1.0,0.85,0.0,0.0,2,1.0,11.283068017584402,11.668559800262374,2.192051578138343
