episode,global_step,avg_reward,avg_shaped_reward,avg_reward_margin,episode_no_ris_rate,episode_phase_gradient_reflector_rate,episode_reward_baseline,avg_actor_loss,avg_critic_loss,avg_alpha_loss,avg_alpha,avg_mean_q,avg_mean_log_prob,avg_actor_updated,avg_collection_deterministic,avg_collection_deterministic_prob,avg_exploration_scale,avg_action_noise_std,rx_block_episodes,rx_reused,eval_avg_reward,eval_avg_shaped_reward,eval_avg_reward_margin
21,168,10.809526825005243,9.620680938270173,-2.3776917734701506,10.76194512950725,13.187218598475393,13.187218598475393,-25.736263751983643,24.508545637130737,-157.48176956176758,0.04926471505314112,24.143818378448486,-32.31483840942383,0.5,0.375,0.33037109375,0.0760986328125,0.0038232421875000005,2,0.0,,,
22,176,10.799585161989116,9.605768443745976,-2.3876334364862775,10.76194512950725,13.187218598475393,13.187218598475393,-24.25996160507202,23.78898787498474,-110.03408622741699,0.049217965453863144,23.445590019226074,-16.541181325912476,0.5,0.5,0.35693359375,0.0588720703125,0.0029248046875,2,1.0,,,
23,184,4.297504053676248,0.825668630487788,-6.943670846376921,4.717650770311104,11.241174900053169,11.241174900053169,-24.233362674713135,31.615992307662964,-71.36138153076172,0.04917784221470356,24.051734447479248,-3.691695749759674,0.5,0.25,0.38349609375,0.084609375,0.004140625,2,0.0,,,
24,192,4.455572152887503,1.0627707793046697,-6.785602747165666,4.717650770311104,11.241174900053169,11.241174900053169,-21.742706775665283,37.47729182243347,-39.21775245666504,0.049145360477268696,22.085938453674316,6.983028411865234,0.5,0.5,0.41005859375,0.054111328125,0.002607421875,2,1.0,10.992995652201857,10.011417688495982,-1.9631559274117487
25,200,10.986775099290433,10.049934965192517,-1.8736802681958338,10.914924120981635,12.860455367486267,12.860455367486267,-20.310142040252686,27.813464879989624,-55.212849617004395,0.04911940544843674,20.39257574081421,1.677570566534996,0.5,0.5,0.43662109374999997,0.051474609375,0.0024316406249999998,1,0.0,,,
26,208,11.000949979741376,9.975501073741592,-2.050897811999569,11.081237686939467,13.051847791740945,13.051847791740945,-23.03287124633789,25.524251699447632,-82.46094131469727,0.049095939844846725,22.671480655670166,-7.360442221164703,0.5,0.25,0.46318359375,0.073916015625,0.003427734375,1,0.0,,,
27,216,11.25736744530497,12.404846350183911,5.7373945243947135,11.283256496634747,5.519972920910257,5.519972920910257,-25.405190467834473,20.796201467514038,-113.63699722290039,0.049071284011006355,24.536603450775146,-17.698553562164307,0.5,0.625,0.48974609375,0.035419921875,0.0016113281250000003,1,0.0,,,
28,224,10.721830058502974,10.90540936361355,0.9178965255528766,10.766627166272126,9.803933532950097,9.803933532950097,-28.099119186401367,22.054807662963867,-130.87401580810547,0.04904311802238226,26.95090389251709,-23.40896224975586,0.5,0.625,0.51630859375,0.032856445312499996,0.0014404296875,1,0.0,8.309345331995228,6.402359647338782,-3.813971369312889
29,232,5.252109968456371,2.2632172722850736,-5.977785392342596,5.6268397719014045,11.229895360798967,11.229895360798967,-27.962573051452637,28.927440881729126,-140.2366828918457,0.04901097994297743,26.66332721710205,-26.50468873977661,0.5,0.5,0.54287109375,0.0421728515625,0.0018115234375,1,0.0,,,
30,240,11.35738791390403,10.527712849947413,-1.6593501279132354,11.30219565143326,13.016738041817266,13.016738041817266,-26.90990400314331,29.827579259872437,-145.64204025268555,0.04897529445588589,25.524332523345947,-28.28580951690674,0.5,0.625,0.5694335937499999,0.029926757812499996,0.0012451171875000001,1,0.0,,,
31,248,4.430330802947689,0.7545538709678372,-7.351553863959704,4.648502654770328,11.781884666907393,11.781884666907393,-24.302671432495117,34.86459970474243,-137.07334518432617,0.048937104642391205,23.057791709899902,-25.433329582214355,0.5,0.75,0.59599609375,0.0188525390625,0.0007568359375,1,0.0,,,
32,256,4.552631666038703,0.9421256815474549,-7.221011968982497,4.686238886648063,11.7736436350212,11.7736436350212,-23.206138134002686,36.58774137496948,-133.39611053466797,0.04889774601906538,22.022440433502197,-24.20276403427124,0.5,0.875,0.62255859375,0.0085107421875,0.00031738281249999996,1,0.0,11.046046355225803,9.933727309903873,-2.224638090643862
33,264,10.982148164703245,9.904732673324842,-2.1548309827568097,11.100854530759465,13.136979147460055,13.136979147460055,-22.742855548858643,35.975507736206055,-137.87224960327148,0.048857564106583595,21.4882493019104,-25.673619747161865,0.5,0.625,0.64912109375,0.0242138671875,0.0008642578125000001,1,0.0,,,
34,272,11.1090309811311,9.961351599557013,-2.295358763148174,11.064879606584622,13.404389744279275,13.404389744279275,-24.356188774108887,37.386945962905884,-148.1461181640625,0.04881614726036787,22.93713092803955,-29.063401699066162,0.5,0.875,0.67568359375,0.0078515625,0.0002734375,1,0.0,,,
35,280,5.366487349213423,2.384322179666142,-5.9643303390945634,5.642379939993957,11.330817688307986,11.330817688307986,-25.96443796157837,37.288633584976196,-155.13176727294922,0.04877288267016411,24.4344801902771,-31.362056255340576,0.5,0.625,0.7022460937499999,0.020991210937499998,0.0006494140625,1,0.0,,,
36,288,10.803827771271578,10.899469518048594,0.47820873388510066,10.793804352739594,10.325619037386478,10.325619037386478,-25.571269035339355,38.3132643699646,-161.12930297851562,0.04872765485197306,23.946725845336914,-33.331536293029785,0.5,0.875,0.72880859375,0.0066796875,0.00019531249999999996,1,0.0,11.249427317272271,11.623437998653337,2.158410877826213
37,296,11.26406335389536,11.072243578221835,-0.3836395513470521,11.294276457289692,11.647702905242411,11.647702905242411,-27.103775024414062,36.012332916259766,-166.3266830444336,0.04868050944060087,25.397874355316162,-35.034353256225586,0.5,0.625,0.75537109375,0.0170361328125,0.0003857421874999998,1,0.0,,,
38,304,11.24026716510587,12.181454603397107,4.705937191456164,11.285121235303174,6.534329973649705,6.534329973649705,-27.39380168914795,34.52161359786987,-169.74233627319336,0.04863157216459513,25.6355242729187,-36.1460075378418,0.5,1.0,0.78193359375,0.0,0.0,1,0.0,,,
39,312,5.584061320047184,2.6745344622337672,-5.819053715626829,5.64728386709651,11.403115035674013,11.403115035674013,-28.080713272094727,39.12541460990906,-169.5616798400879,0.048581141978502274,26.32806158065796,-36.06722831726074,0.5,0.75,0.80849609375,0.0096240234375,0.00014160156250000002,1,0.0,,,
40,320,11.16992139882495,11.476339591043605,1.5320909610932745,11.15938845549729,9.637830437731676,9.637830437731676,-27.880798816680908,41.44287157058716,-166.18557357788086,0.04852986987680197,26.185110569000244,-34.9317684173584,0.5,0.75,0.8350585937499999,0.008232421875,4.882812500000004e-05,1,0.0,7.757561793778594,6.021445776953124,-3.295290397328054
41,328,4.3738106653185,0.7756128537991549,-7.19639562303869,4.731744702319002,11.57020628835719,11.57020628835719,-27.26414680480957,38.59104609489441,-163.30836486816406,0.04847832955420017,25.617298126220703,-33.96176338195801,0.5,0.875,0.85,0.00375,0.0,1,0.0,,,
42,336,11.123714900216653,11.241358261488763,0.5882168063605473,11.06240229973474,10.535498093856106,10.535498093856106,-27.5104022026062,43.64166831970215,-154.84554290771484,0.0484271040186286,26.001628398895264,-31.147446632385254,0.5,1.0,0.85,0.0,0.0,1,0.0,,,
43,344,10.725529259683801,9.782473083726927,-1.8861123519137486,10.7735957478949,12.61164161159755,12.61164161159755,-26.55399799346924,44.50808906555176,-152.41421127319336,0.048376597464084625,25.086500644683838,-30.32697868347168,0.5,0.75,0.85,0.0075,0.0,1,0.0,,,
44,352,5.3527554328997144,2.3988089956368266,-5.907892874525777,5.6554055245869055,11.260648307425491,11.260648307425491,-27.500906467437744,43.75063371658325,-148.7086944580078,0.0483269402757287,26.094889163970947,-29.0866379737854,0.5,0.875,0.85,0.00375,0.0,1,0.0,8.172552051034996,6.121273296461121,-4.102557509147754
45,360,5.123208397702903,1.8132588459143026,-6.6198991035771995,4.819957514834821,11.743107501280102,11.743107501280102,-26.818076610565186,44.51365804672241,-150.0952377319336,0.048277875408530235,25.39217758178711,-29.527748107910156,0.5,1.0,0.85,0.0,0.0,1,0.0,,,
46,368,11.204496060831303,10.403188281704253,-1.6026155582540937,11.155247223034015,12.807111619085397,12.807111619085397,-25.434279441833496,40.859341621398926,-151.86062622070312,0.04822910577058792,23.982537269592285,-30.09351110458374,0.5,0.75,0.85,0.0075,0.0,1,0.0,,,
47,376,11.330240292172691,10.495996726099406,-1.6684871321465646,11.287585137765394,12.998727424319256,12.998727424319256,-26.83826971054077,49.464375019073486,-156.37351608276367,0.048180182464420795,25.31709051132202,-31.564903259277344,0.5,0.75,0.85,0.0075,0.0,1,0.0,,,
48,384,4.673603032255512,1.115621513059298,-7.115963038392428,4.8126022570190505,11.78956607064794,11.78956607064794,-28.667588233947754,46.91203594207764,-165.04328536987305,0.04813056439161301,27.011218070983887,-34.40540790557861,0.5,1.0,0.85,0.0,0.0,1,0.0,4.490889906546538,0.8779927828397693,-7.2257942474135355
