episode,global_step,avg_reward,avg_shaped_reward,avg_reward_margin,avg_hard_block_gap,hard_replay_added,episode_no_ris_rate,episode_phase_gradient_reflector_rate,episode_reward_baseline,avg_actor_loss,avg_critic_loss,avg_alpha_loss,avg_alpha,avg_mean_q,avg_mean_log_prob,avg_actor_updated,avg_collection_deterministic,avg_collection_deterministic_prob,avg_exploration_scale,avg_action_noise_std,avg_effective_policy_delay,avg_actor_gate_active,avg_online_hard_step_gap,rx_block_episodes,rx_reused,eval_avg_reward,eval_avg_shaped_reward,eval_avg_reward_margin
17,136,5.6567361032549694,2.8701564744829713,-5.573159257543997,5.573159257543997,8,5.6268397719014045,11.229895360798967,11.229895360798967,-17.607839584350586,89.62060546875,-259.15126037597656,0.04966726154088974,14.313122749328613,-66.32089614868164,0.25,0.5,0.22412109375,0.07007812499999999,0.003671875,5.5,0.875,5.5662786660573005,1,0.0,,,
18,144,11.30675753649265,10.45176728383034,-1.7099805053246158,1.7099805053246158,0,11.30219565143326,13.016738041817266,13.016738041817266,-25.472219467163086,39.72427439689636,-259.495361328125,0.0496189258992672,22.17605209350586,-66.40966415405273,0.5,0.25,0.25068359375,0.10196777343749999,0.005297851562500001,2.0,0.0,1.709531854620638,1,0.0,,,
19,152,4.658037111765441,1.0961133341944642,-7.1238475551419524,7.1238475551419524,8,4.648502654770328,11.781884666907393,11.781884666907393,-29.97736930847168,48.40791368484497,-256.21519470214844,0.04957811627537012,26.73959255218506,-65.29188537597656,0.25,0.25,0.27724609375,0.098525390625,0.005068359375,5.5,0.875,7.130735261034483,1,0.0,,,
20,160,4.5964983958234775,1.007925776224617,-7.177145239197722,7.177145239197722,8,4.686238886648063,11.7736436350212,11.7736436350212,-27.35239315032959,41.48633289337158,-254.28970336914062,0.04954853933304548,24.14915180206299,-64.63406753540039,0.25,0.125,0.30380859374999997,0.11055175781249998,0.0056201171875,5.5,0.875,7.176112764609417,1,0.0,11.09315532153,10.00439075936017,-2.1775291243396646
21,168,11.111806741323607,10.099220538255384,-2.0251724061364484,2.0251724061364484,0,11.100854530759465,13.136979147460055,13.136979147460055,-24.39323902130127,41.77698802947998,-248.35893630981445,0.049500759690999985,21.291793823242188,-62.63569164276123,0.5,0.5,0.33037109375,0.061435546875,0.0030957031250000004,2.0,0.0,2.0259149102007687,1,0.0,,,
22,176,11.069392588667077,9.901894010860978,-2.3349971556121982,2.3349971556121982,0,11.064879606584622,13.404389744279275,13.404389744279275,-23.881799697875977,29.829622507095337,-234.70270538330078,0.04944263864308596,21.01023292541504,-58.06134033203125,0.5,0.375,0.35693359375,0.072802734375,0.0036035156250000004,2.0,0.0,2.3310605006230976,1,0.0,,,
23,184,5.834190302406517,3.0858766094557826,-5.496627385901469,5.496627385901469,8,5.642379939993957,11.330817688307986,11.330817688307986,-24.062936782836914,22.877360582351685,-220.91644287109375,0.04940336849540472,21.421520233154297,-53.45469856262207,0.25,0.25,0.38349609375,0.08431640625,0.004121093750000001,5.5,0.875,5.502613912289865,1,0.0,,,
24,192,10.837802192725633,10.940238823793464,0.5121831553391551,0.0,0,10.793804352739594,10.325619037386478,10.325619037386478,-23.740997791290283,19.020464062690735,-206.9490737915039,0.04935820307582617,21.33204412460327,-48.79126167297363,0.5,0.5,0.41005859375,0.053671874999999994,0.002578125,2.0,0.0,0.0,1,0.0,11.271027429666756,11.649790940372931,2.180010990220697
25,200,11.263428793575262,11.071291737741685,-0.38427411166714975,0.38427411166714975,0,11.294276457289692,11.647702905242411,11.647702905242411,-23.777366638183594,19.45278573036194,-176.46179962158203,0.04930487647652626,21.871894359588623,-38.63578414916992,0.5,0.375,0.43662109374999997,0.064453125,0.003046875,2.0,0.0,0.38325313904487424,1,0.0,,,
26,208,11.275019135477109,12.22315696784259,4.740689161827404,0.0,0,11.285121235303174,6.534329973649705,6.534329973649705,-25.4611177444458,18.47800576686859,-146.97774124145508,0.049255140125751495,24.041088104248047,-28.822070121765137,0.5,0.25,0.46318359375,0.0736962890625,0.0034130859375,2.0,0.0,0.0,1,0.0,,,
27,216,6.04579082562028,3.3671287205934144,-5.357324210053733,5.357324210053733,8,5.64728386709651,11.403115035674013,11.403115035674013,-25.824329376220703,17.004780054092407,-116.21981811523438,0.04922343138605356,24.908827781677246,-18.59566879272461,0.25,0.625,0.48974609375,0.035053710937499996,0.0015869140625,5.5,0.875,5.350875471837648,1,0.0,,,
28,224,11.09695907822344,11.388784806321794,1.4591286404917643,0.0,0,11.15938845549729,9.637830437731676,9.637830437731676,-25.551222324371338,18.86024522781372,-97.74202919006348,0.0491896728053689,24.938529014587402,-12.452523231506348,0.5,0.5,0.51630859375,0.0446630859375,0.0019775390625000003,2.0,0.0,0.0,1,0.0,7.65658176769884,5.87717689338666,-3.396270423407808
29,232,4.259602358977814,0.6043003942881269,-7.310603929379376,7.310603929379376,8,4.731744702319002,11.57020628835719,11.57020628835719,-24.293384552001953,21.712801456451416,-68.7260513305664,0.04916382394731045,24.155022621154785,-2.813920021057129,0.25,0.5,0.54287109375,0.0421728515625,0.0018115234375,5.5,0.875,7.306600528087123,1,0.0,,,
30,240,11.091502407599808,11.202703270348552,0.5560043137437027,0.0,0,11.06240229973474,10.535498093856106,10.535498093856106,-23.447935104370117,20.153944492340088,-61.922088623046875,0.04913753550499678,23.420818328857422,-0.551797479391098,0.5,0.375,0.5694335937499999,0.04921875,0.00203125,2.0,0.0,0.0,1,0.0,,,
31,248,10.713673901837845,9.764690046957993,-1.8979677097597047,1.8979677097597047,0,10.7735957478949,12.61164161159755,12.61164161159755,-22.948660373687744,19.194870114326477,-66.35693836212158,0.04910928662866354,22.849491119384766,-2.0193008482456207,0.5,0.625,0.59599609375,0.027802734375,0.001103515625,2.0,0.0,1.8946573154018154,1,0.0,,,
32,256,5.841773173402522,3.1323356063910364,-5.4188751340229695,5.4188751340229695,8,5.6554055245869055,11.260648307425491,11.260648307425491,-23.520533561706543,18.1745343208313,-84.4463996887207,0.04909128416329622,23.12686061859131,-8.018317222595215,0.25,0.625,0.62255859375,0.026630859375000003,0.0010253906249999998,5.5,0.875,5.4197968278224105,1,0.0,8.118686553501167,6.040475050160374,-4.1564230066815835
33,264,5.14447812055356,1.845163430190291,-6.598629380726542,6.598629380726542,8,4.819957514834821,11.743107501280102,11.743107501280102,-23.12575340270996,18.256420612335205,-91.8767204284668,0.04907836951315403,22.611324310302734,-10.480875015258789,0.25,0.875,0.64912109375,0.0084375,0.00031250000000000006,5.5,0.875,6.592390352490025,1,0.0,,,
34,272,11.103372898461977,10.251503538150267,-1.70373872062342,1.70373872062342,0,11.155247223034015,12.807111619085397,12.807111619085397,-22.987226963043213,20.195470094680786,-116.17473220825195,0.04905643220990896,22.07777976989746,-18.536656379699707,0.5,0.875,0.67568359375,0.0078515625,0.0002734375,2.0,0.0,1.7051613804176688,1,0.0,,,
35,280,11.261196839584553,10.392431547217198,-1.737530584734703,1.737530584734703,0,11.287585137765394,12.998727424319256,12.998727424319256,-24.119084358215332,19.521575927734375,-141.2899627685547,0.049026280641555786,22.802111625671387,-26.85855770111084,0.5,0.75,0.7022460937499999,0.014018554687499999,0.00043457031250000006,2.0,0.0,1.739390375945788,1,0.0,,,
36,288,4.947521599946375,1.5264993645955927,-6.842044470701564,6.842044470701564,8,4.8126022570190505,11.78956607064794,11.78956607064794,-24.711665153503418,18.64604425430298,-157.9657745361328,0.04900303203612566,23.124710083007812,-32.380470275878906,0.25,0.625,0.72880859375,0.0192333984375,0.0005322265624999999,5.5,0.875,6.836572688017764,1,0.0,4.98090255346741,1.6130117532210784,-6.735781600492664
37,296,4.827506753844098,1.3583826196197668,-6.938248268448666,6.938248268448666,8,4.722914803920846,11.765755022292764,11.765755022292764,-24.90662956237793,19.995025157928467,-165.03842163085938,0.0489845247939229,23.205684661865234,-34.71904754638672,0.25,0.5,0.75537109375,0.0231298828125,0.0005419921874999999,5.5,0.875,6.938416416472132,1,0.0,,,
38,304,5.093994516283628,1.8071851316117513,-6.573618769343756,6.573618769343756,8,4.775446019392383,11.667613285627384,11.667613285627384,-24.76132583618164,20.705817222595215,-169.31803131103516,0.04896483197808266,22.99192523956299,-36.1306266784668,0.25,0.625,0.78193359375,0.015351562499999999,0.0002734375,5.5,0.875,6.566723012309118,1,0.0,,,
39,312,10.722940596436496,11.281875770031721,2.7946758679761263,0.0,0,10.778262385135772,7.92826472846037,7.92826472846037,-25.571958541870117,20.751548290252686,-176.0301399230957,0.04893040284514427,23.69539165496826,-38.34342288970947,0.5,0.625,0.80849609375,0.013666992187500001,0.00016113281250000003,2.0,0.0,0.0,1,0.0,,,
40,320,11.06932107436502,9.910629963301059,-2.3173822221279234,2.3173822221279234,0,11.06297299712997,13.386703296492943,13.386703296492943,-26.436923503875732,21.528663158416748,-180.32123565673828,0.04888486489653587,24.493412494659424,-39.74757480621338,0.5,1.0,0.8350585937499999,0.0,0.0,2.0,0.0,2.3177929502526937,1,0.0,10.899612872360091,10.816450127472987,0.2434133178282556
41,328,11.089119153473616,11.361648956552612,1.3626490153949806,0.0,0,11.074411881425767,9.726470138078636,9.726470138078636,-27.23264455795288,21.656056880950928,-183.84831619262695,0.048836332745850086,25.234895706176758,-40.89656639099121,0.5,0.625,0.85,0.01125,0.0,2.0,0.0,0.0,1,0.0,,,
42,336,10.721316417202864,10.289010140311776,-0.8646125537821696,0.8646125537821696,0,10.771865134126127,11.585928970985034,11.585928970985034,-28.36408281326294,23.324666261672974,-183.3332977294922,0.048785699531435966,26.3777174949646,-40.70531177520752,0.5,1.0,0.85,0.0,0.0,2.0,0.0,0.8667881300493168,1,0.0,,,
43,344,10.962339706010566,10.01435375830566,-1.8959718954098186,1.8959718954098186,0,10.976685676326094,12.858311601420384,12.858311601420384,-28.841622352600098,24.70815634727478,-178.38532257080078,0.04873377084732056,26.938225746154785,-39.046278953552246,0.5,1.0,0.85,0.0,0.0,2.0,0.0,1.898025149236185,1,0.0,,,
44,352,4.793200559223081,1.4081751174139046,-6.770050883618353,6.770050883618353,8,4.784025111626667,11.563251442841434,11.563251442841434,-28.70341968536377,25.956450939178467,-175.88140106201172,0.0486978143453598,26.84269428253174,-38.2018985748291,0.25,0.875,0.85,0.00375,0.0,5.5,0.875,6.770918671633458,1,0.0,11.018717646642186,10.567247787329666,-0.5887716855315528
45,360,11.210845929691061,10.096795663937431,-2.2281005315072573,2.2281005315072573,0,11.103912329020147,13.438946461198318,13.438946461198318,-28.315288066864014,26.99349093437195,-167.89714813232422,0.04865541122853756,26.585355758666992,-35.545040130615234,0.5,0.875,0.85,0.00375,0.0,2.0,0.0,2.2263445364706898,1,0.0,,,
46,368,10.83443406646347,11.046114439126333,1.0584018633143106,0.0,0,10.859929185071461,9.776032203149159,9.776032203149159,-27.123996257781982,25.85288977622986,-160.3807830810547,0.04860399663448334,25.517722606658936,-33.03965616226196,0.5,0.5,0.85,0.015,0.0,2.0,0.0,0.0,1,0.0,,,
47,376,11.279803015043992,11.17057634821704,-0.21845333365390296,0.21845333365390296,0,11.286438324379562,11.498256348697895,11.498256348697895,-28.172499179840088,23.411731481552124,-154.49761581420898,0.04855359811335802,26.663228034973145,-31.076510906219482,0.5,0.875,0.85,0.00375,0.0,2.0,0.0,0.21885092082707897,1,0.0,,,
48,384,10.871339720286395,9.691093097164053,-2.3604932462446815,2.3604932462446815,0,10.867459142485876,13.231832966531076,13.231832966531076,-29.11184549331665,25.671213150024414,-150.60000610351562,0.04850433021783829,27.66743516921997,-29.771230220794678,0.5,0.875,0.85,0.00375,0.0,2.0,0.0,2.3606075323098064,1,0.0,10.927790249534866,9.840597826160273,-2.174384846749188
