episode,global_step,avg_reward,avg_shaped_reward,avg_reward_margin,avg_hard_block_gap,hard_replay_added,episode_no_ris_rate,episode_phase_gradient_reflector_rate,episode_reward_baseline,rx_candidate_index,rx_zone,rx_focus_selected,rx_focus_zone,rx_focus_selection_prob,rx_focus_candidate_avg_gap,rx_candidate_avg_gap_after_episode,avg_actor_loss,avg_critic_loss,avg_alpha_loss,avg_alpha,avg_mean_q,avg_mean_log_prob,avg_actor_updated,avg_collection_deterministic,avg_collection_deterministic_prob,avg_exploration_scale,avg_action_noise_std,avg_effective_policy_delay,avg_actor_gate_active,avg_online_hard_step_gap,rx_block_episodes,rx_reused,eval_avg_reward,eval_avg_shaped_reward,eval_avg_reward_margin
15,120,11.249361831945329,11.84798248248011,3.9908043368985266,0.0,0,11.270462338301593,7.258557495046802,7.258557495046802,3,nlos,0.0,,0.0,0.0,1.062617438124348,-16.81598472595215,5.633196473121643,-250.68690872192383,0.04961267113685608,13.666661500930786,-63.46879577636719,0.5,0.25,0.12070312500000001,0.106923828125,0.0051953125,2.0,0.0,0.0,2,0.0,,,
16,128,11.260137887594588,11.860374946476757,4.001580392547786,0.0,0,11.270462338301593,7.258557495046802,7.258557495046802,3,nlos,0.0,,0.0,0.0,0.9297902583588046,-16.7425479888916,6.556631803512573,-254.5686264038086,0.049553869757801294,13.534564971923828,-64.7277774810791,0.5,0.125,0.139453125,0.12252278645833334,0.0059244791666666664,2.0,0.0,0.0,2,1.0,10.917975380186421,9.712309264364626,-0.4891129055371761,17.73802726259828,17.721195967856904,-0.016831294741372904,11.091311864371363,11.019388401457991,1.9073567142392394
17,136,16.90510721826061,16.90510721826061,0.0,-0.0,0,16.90510781723749,16.90510721826061,16.90510721826061,2,los,0.0,,0.0,0.0,0.0,-17.512847900390625,6.74853253364563,-257.72555923461914,0.049494979437440634,14.258320808410645,-65.74467277526855,0.5,0.125,0.158203125,0.12011067708333335,0.005776041666666667,2.0,0.0,0.0,2,0.0,,,
18,144,16.90510721826061,16.90510721826061,0.0,-0.0,0,16.90510781723749,16.90510721826061,16.90510721826061,2,los,0.0,,0.0,0.0,0.0,-18.039217472076416,11.41811990737915,-254.70901489257812,0.0494359633885324,14.839848756790161,-64.70748138427734,0.5,0.375,0.176953125,0.08404622395833333,0.0040182291666666665,2.0,0.0,0.0,2,1.0,,,
19,152,10.831285910149042,11.128084422660642,1.978656750077338,0.0,0,10.815053026253093,8.852629160071704,8.852629160071704,1,nlos,0.0,,0.0,0.0,0.0,-18.7636399269104,12.888260960578918,-229.43853378295898,0.049377307295799255,15.984526634216309,-56.273582458496094,0.5,0.25,0.195703125,0.09862955729166667,0.0046848958333333334,2.0,0.0,0.0,2,0.0,,,
20,160,10.838873314112265,11.136809937218349,1.9862441540405609,0.0,0,10.815053026253093,8.852629160071704,8.852629160071704,1,nlos,0.0,,0.0,0.0,0.0,-18.711829662322998,10.504444777965546,-167.4508819580078,0.049320916179567575,16.953410625457764,-35.645689964294434,0.5,0.125,0.21445312500000002,0.11295898437499999,0.0053359375,2.0,0.0,0.0,2,1.0,10.892306433322357,9.981790778512092,-0.24859453693140998,17.882726354731425,17.845888802674914,-0.012593733320999778,10.928414267763186,10.28321563891983,0.11287896038883682
21,168,10.671838915792227,8.480664868517703,-2.191174047274526,2.191174047274526,8,10.7178617595269,12.863012963066753,12.863012963066753,0,nlos,0.0,,0.0,0.0,0.7303913490915086,-18.30316686630249,12.408965468406677,-142.37253189086914,0.04926972836256027,16.958240032196045,-27.29455327987671,0.5,0.125,0.233203125,0.11046223958333333,0.005182291666666667,2.0,0.0,2.182194069102037,2,0.0,,,
22,176,10.671201703912999,8.479390444759243,-2.191811259153754,2.191811259153754,8,10.7178617595269,12.863012963066753,12.863012963066753,0,nlos,0.0,,0.0,0.0,1.09574632660707,-18.62274980545044,16.222558617591858,-159.49364852905273,0.04922283720225096,16.9999041557312,-32.96541213989258,0.5,0.25,0.251953125,0.09287434895833334,0.004330729166666667,2.0,0.0,2.1812450369117533,2,1.0,,,
23,184,10.782400049250464,10.973200373485309,1.2720021615656272,0.0,0,10.722187715513504,9.510397887684837,9.510397887684837,0,nlos,1.0,nlos,0.17448619185239003,1.09574632660707,0.876597061285656,-17.7840256690979,15.31766152381897,-182.2908706665039,0.049177460838109255,15.791284561157227,-40.517258644104004,0.5,0.25,0.270703125,0.09084309895833334,0.004205729166666667,2.0,0.0,0.0,2,0.0,,,
24,192,10.741625818331265,10.926310007928231,1.231227930646428,0.0,0,10.722187715513504,9.510397887684837,9.510397887684837,0,nlos,0.0,,0.0,0.0,0.7304975510713799,-18.636396884918213,14.05665898323059,-219.55409622192383,0.049130989238619804,16.038795948028564,-52.86522197723389,0.5,0.625,0.28945312500000003,0.044173177083333334,0.0020260416666666664,2.0,0.0,0.0,2,1.0,10.863278495382975,9.594943331949818,-0.9245740956090052,17.900926156852748,17.90874620209243,0.05213363493121825,11.023604716620593,10.142567138804313,-0.6065528083844125
25,200,10.864907187206438,10.239038392260815,-0.6258687949456228,0.6258687949456228,0,10.87239696136065,11.49077598215206,11.49077598215206,2,nlos,1.0,nlos,0.7649474119203187,2.1802402851031677,1.8693659870716588,-18.78942346572876,14.19223928451538,-242.2856674194336,0.04908107500523329,15.825392246246338,-60.38270092010498,0.5,0.25,0.30820312499999997,0.086484375,0.0039375,2.0,0.0,0.6351342677762534,2,0.0,,,
26,208,10.87716041495974,10.263544847767418,-0.6136155671923209,0.6136155671923209,0,10.87239696136065,11.49077598215206,11.49077598215206,2,nlos,0.0,,0.0,0.0,1.6600742504251025,-19.242958068847656,17.73964834213257,-240.8941535949707,0.04902753513306379,16.30615758895874,-59.8924446105957,0.5,0.5,0.326953125,0.056513671875000004,0.0025546875,2.0,0.0,0.6109451412823736,2,1.0,,,
27,216,10.715441278788008,8.774354075583888,-1.9410872032041198,1.9410872032041198,0,10.724892492366271,12.656528481992128,12.656528481992128,0,nlos,0.0,,0.0,0.0,0.9034389299474856,-19.004733562469482,15.779226779937744,-220.05716705322266,0.04897196730598807,16.41102695465088,-52.95470428466797,0.5,0.25,0.345703125,0.08237955729166667,0.0036848958333333334,2.0,0.0,1.9355101639416568,2,0.0,,,
28,224,10.683694227431634,8.710859972871143,-1.9728342545604942,1.9728342545604942,3,10.724892492366271,12.656528481992128,12.656528481992128,0,nlos,0.0,,0.0,0.0,1.0371133455241117,-19.15969181060791,15.37436556816101,-197.81035232543945,0.04891669424250722,16.930989265441895,-45.554542541503906,0.5,0.25,0.364453125,0.08060221354166666,0.0035755208333333333,2.0,0.0,1.955081349850312,2,1.0,10.81837561208473,10.022389460372455,-0.1258647868818028,17.009021861557066,16.81248866801233,-0.19653319354473497,10.924977355284058,10.220331487140285,-0.106200122087445
29,232,10.915433861060997,11.005766178990473,0.6022154528631862,0.0,0,10.907670578119188,10.31321840819781,10.31321840819781,2,nlos,1.0,nlos,0.5791466584317655,1.6600742504251025,1.4229207860786592,-18.914462566375732,14.393984913825989,-197.7489013671875,0.04886296717450023,16.69043731689453,-45.5099573135376,0.5,0.125,0.383203125,0.09154622395833334,0.0040182291666666665,2.0,0.0,0.0,2,0.0,,,
30,240,10.91816620419753,11.008908373597485,0.6049477959997187,0.0,0,10.907670578119188,10.31321840819781,10.31321840819781,2,nlos,0.0,,0.0,0.0,1.2450556878188268,-19.269641876220703,14.85294771194458,-216.53438568115234,0.048809892032295465,16.745498180389404,-51.70737648010254,0.5,0.375,0.401953125,0.0639453125,0.0027812500000000003,2.0,0.0,0.0,2,1.0,,,
31,248,10.630286674962365,7.961919426065949,-2.6683672488964163,2.6683672488964163,8,10.719030799375178,13.298653923858781,13.298653923858781,0,nlos,0.0,,0.0,0.0,1.2183637792321456,-19.72874402999878,18.860619068145752,-234.03896713256836,0.04875577101483941,16.926074981689453,-57.47598648071289,0.5,0.5,0.420703125,0.04957356770833333,0.0021276041666666665,2.0,0.0,2.6754776415753136,2,0.0,,,
32,256,10.667099239114176,8.03554455436957,-2.6315546847446054,2.6315546847446054,8,10.719030799375178,13.298653923858781,13.298653923858781,0,nlos,0.0,,0.0,0.0,1.3596828697833916,-19.60351276397705,14.97231638431549,-242.3560791015625,0.048699816688895226,16.6714186668396,-60.1989221572876,0.5,0.375,0.439453125,0.060517578125,0.0025703125,2.0,0.0,2.63938750880843,2,1.0,10.98070347430706,9.304471114162766,-1.6633806308786125,17.470169066036817,17.461133263426902,-0.00903580260991843,10.965091112967258,9.213695298408261,-1.7513958145589963
33,264,11.291684990075618,9.454126799441722,-1.837558190633894,1.837558190633894,0,11.304710205687767,13.129243180709512,13.129243180709512,3,nlos,1.0,nlos,0.19984458885439174,0.9297902583588046,1.0306533619449256,-20.059375762939453,19.442039251327515,-241.1664276123047,0.048642156179994345,17.151379108428955,-59.77424240112305,0.5,0.5,0.458203125,0.04690755208333333,0.001963541666666667,2.0,0.0,1.8351408910934444,2,0.0,,,
34,272,11.281408944047367,9.433574707385219,-1.8478342366621447,1.8478342366621447,0,11.304710205687767,13.129243180709512,13.129243180709512,3,nlos,0.0,,0.0,0.0,1.1123714494166475,-20.29236888885498,17.713284969329834,-232.37709426879883,0.048583636060357094,17.530619144439697,-56.83632850646973,0.5,0.125,0.47695312500000003,0.07957031249999999,0.00328125,2.0,0.0,1.8363975817688418,2,1.0,,,
35,280,10.899266073874696,8.368248930749685,-2.531017143125009,2.531017143125009,8,10.87959427010185,13.430283216999705,13.430283216999705,2,nlos,1.0,nlos,0.32990829502228164,1.2450556878188268,1.3879402939639582,-20.24464511871338,20.732613563537598,-221.81161499023438,0.04852534458041191,17.657195568084717,-53.31358337402344,0.5,0.375,0.49570312499999997,0.055185546875,0.0022421875,2.0,0.0,2.5310087488322845,2,0.0,,,
36,288,10.88821957347629,8.346155929952872,-2.5420636435234147,2.5420636435234147,8,10.87959427010185,13.430283216999705,13.430283216999705,2,nlos,0.0,,0.0,0.0,1.5033526289199037,-20.071034908294678,18.493538737297058,-225.7975730895996,0.04846779769286513,17.424250602722168,-54.601545333862305,0.5,0.75,0.514453125,0.02146484375,0.000859375,2.0,0.0,2.5325490968193627,2,1.0,10.898226178963501,9.263843676120839,-1.504783683882145,17.507748915228333,17.489123510809588,0.0019127146468238543,10.935394354509352,10.161642295268809,-0.503232994337758
37,296,10.748981527779971,8.431470222634319,-2.317511305145656,2.317511305145656,8,10.72565599043552,13.066492832925627,13.066492832925627,0,nlos,1.0,nlos,0.34180956806949997,1.3596828697833916,1.446758182089052,-21.080673217773438,16.56494402885437,-237.1587677001953,0.04841029504314065,18.256742477416992,-58.324645042419434,0.5,0.375,0.533203125,0.051842447916666666,0.0020364583333333333,2.0,0.0,2.3235701291297746,2,0.0,,,
38,304,10.787284705847913,8.5080765787702,-2.2792081270777143,2.2792081270777143,8,10.72565599043552,13.066492832925627,13.066492832925627,0,nlos,0.0,,0.0,0.0,1.5161290108381074,-20.144583702087402,20.66146421432495,-238.674560546875,0.04835220566019416,17.301335334777832,-58.79405879974365,0.5,0.75,0.551953125,0.020152994791666663,0.0007786458333333332,2.0,0.0,2.2770579552256685,2,1.0,,,
39,312,10.721058130582504,10.922202288558067,1.3409610531704121,0.0,0,10.723568000794806,9.380097077412092,9.380097077412092,0,nlos,0.0,,0.0,0.0,1.399503702312099,-21.063287258148193,23.47692847251892,-243.6514549255371,0.04829356539994478,18.14568328857422,-60.40488624572754,0.5,0.5,0.570703125,0.03865559895833333,0.0014557291666666666,2.0,0.0,0.0,2,0.0,,,
40,320,10.749775367373008,10.955227110867144,1.3696782899609161,0.0,0,10.723568000794806,9.380097077412092,9.380097077412092,0,nlos,0.0,,0.0,0.0,1.299539152146949,-21.353267669677734,20.330074548721313,-244.72106552124023,0.04823430022224784,18.423771858215332,-60.7252721786499,0.5,0.625,0.589453125,0.028261718749999998,0.001046875,2.0,0.0,0.0,2,1.0,10.797460133496486,9.541791544072183,-0.6463408976403625,17.18629966630342,17.16468711013149,0.0083286678566874,10.997652967415718,10.762471676946596,0.8931396728943184
41,328,11.242961805256172,10.12739824433557,-1.1155635609206005,1.1155635609206005,0,11.23706349866823,12.358525366176773,12.358525366176773,3,nlos,1.0,nlos,0.2357460870637759,1.1123714494166475,1.1126616413715522,-20.71693468093872,18.304404735565186,-235.56948471069336,0.048174730502068996,17.93801212310791,-57.6749210357666,0.5,0.75,0.608203125,0.017994791666666662,0.0006458333333333333,2.0,0.0,1.1164121709686203,2,0.0,,,
42,336,11.242739588376974,10.126953810577177,-1.1157857777997986,1.1157857777997986,0,11.23706349866823,12.358525366176773,12.358525366176773,3,nlos,0.0,,0.0,0.0,1.1129219860739061,-21.631613731384277,20.16269099712372,-226.20612335205078,0.04811572702601552,19.00613498687744,-54.557308197021484,0.5,0.625,0.626953125,0.026061197916666667,0.0009114583333333335,2.0,0.0,1.1147594128805376,2,1.0,,,
43,344,10.682100642490138,9.355803342308038,-1.3262973001821,1.3262973001821,0,10.721947501429185,12.008397942672238,12.008397942672238,0,nlos,1.0,nlos,0.3216786266684904,1.299539152146949,1.3013230286826256,-20.9623122215271,24.350624084472656,-225.95856475830078,0.04805771494284272,18.345377445220947,-54.445921897888184,0.5,0.75,0.645703125,0.016767578125,0.0005703125000000001,2.0,0.0,1.3235087953042566,2,0.0,,,
44,352,10.618293167736741,9.228188392801247,-1.3901047749354962,1.3901047749354962,0,10.721947501429185,12.008397942672238,12.008397942672238,0,nlos,0.0,,0.0,0.0,1.30687188782343,-21.723352432250977,20.568339109420776,-228.4012451171875,0.04800040787085891,19.072330951690674,-55.22108459472656,0.5,0.625,0.6644531250000001,0.02402994791666667,0.0007864583333333335,2.0,0.0,1.3812487194060181,2,1.0,10.949330425113914,10.212300319178471,-0.006484261190175977,18.19020666698873,18.193523938802137,0.022115145422710647,10.941486497864922,9.42210230410123,-1.4415745734863843
45,360,17.722451745984785,17.722451745984785,0.0,-0.0,0,17.722451745984785,17.722451745984785,17.722451745984785,2,los,0.0,,0.0,0.0,0.0,-21.6272029876709,22.18835151195526,-237.35467147827148,0.047943270299583673,18.839431285858154,-58.139058113098145,0.5,0.75,0.683203125,0.015244140625000001,0.0004765625,2.0,0.0,0.0,2,0.0,,,
46,368,17.722451745984785,17.722451745984785,0.0,-0.0,0,17.722451745984785,17.722451745984785,17.722451745984785,2,los,0.0,,0.0,0.0,0.0,-21.74225902557373,25.599442720413208,-244.62596893310547,0.04788556881248951,18.844688415527344,-60.501129150390625,0.5,0.875,0.701953125,0.0073046875,0.00021874999999999998,2.0,0.0,0.0,2,1.0,,,
47,376,10.911718396307041,8.99870109912425,-1.913017297182785,1.913017297182785,0,10.869182216108733,12.824735693489826,12.824735693489826,2,nlos,1.0,nlos,0.42893061505502805,1.5033526289199037,1.5405948714892566,-22.78877592086792,25.4210946559906,-238.91634368896484,0.04782717349007726,19.986087322235107,-58.59085750579834,0.5,0.75,0.720703125,0.014059244791666665,0.00040364583333333333,2.0,0.0,1.9218083465595241,2,0.0,,,
48,384,10.921428541650242,9.018121389810661,-1.9033071518395843,1.9033071518395843,0,10.869182216108733,12.824735693489826,12.824735693489826,2,nlos,0.0,,0.0,0.0,1.5708208948517839,-21.94716501235962,28.643072366714478,-230.40149307250977,0.047768904361873865,19.283196449279785,-55.75934886932373,0.5,0.625,0.739453125,0.020094401041666668,0.0005442708333333333,2.0,0.0,1.9031979697560324,2,1.0,11.003737595775068,9.183362611626539,-1.8203749841485302,17.78003082164139,17.770741998786626,0.019316213890113954,10.796547454182342,10.659015021726955,1.057271381567769
