episode,global_step,avg_reward,avg_shaped_reward,avg_reward_margin,avg_hard_block_gap,hard_replay_added,episode_no_ris_rate,episode_phase_gradient_reflector_rate,episode_reward_baseline,avg_actor_loss,avg_critic_loss,avg_alpha_loss,avg_alpha,avg_mean_q,avg_mean_log_prob,avg_actor_updated,avg_collection_deterministic,avg_collection_deterministic_prob,avg_exploration_scale,avg_action_noise_std,rx_block_episodes,rx_reused,eval_avg_reward,eval_avg_shaped_reward,eval_avg_reward_margin
14,112,4.752797033817837,1.3734039549532602,-6.758786157729153,6.758786157729153,8,4.741783444929363,11.51158319154699,11.51158319154699,-12.374738454818726,138.4206085205078,-262.1981430053711,0.04966351110488176,9.029597759246826,-67.33580780029297,0.5,0.125,0.14443359374999998,0.13508789062499998,0.007255859375,2,1.0,,,
15,120,11.304370455871446,10.763776912640783,-1.081187086461325,1.081187086461325,0,11.30359912680709,12.385557542332771,12.385557542332771,-17.290074586868286,86.04207992553711,-260.0455017089844,0.049603975377976894,13.986242532730103,-66.58416748046875,0.5,0.0,0.17099609375,0.14982421875,0.00798828125,2,0.0,,,
16,128,11.307286729925435,10.768151323721767,-1.078270812407336,1.078270812407336,0,11.30359912680709,12.385557542332771,12.385557542332771,-22.916157245635986,58.178539752960205,-256.4369125366211,0.04954466596245766,19.67750644683838,-65.34865760803223,0.5,0.25,0.19755859375,0.10855957031249999,0.0057373046875,2,1.0,11.187870290665188,10.69218268379834,-0.8207913133687201
17,136,11.050670908767815,9.944553180497017,-2.2122354565415954,2.2122354565415954,0,11.119222703368518,13.26290636530941,13.26290636530941,-25.14280366897583,47.405945777893066,-249.0196075439453,0.04948579613119364,22.03183364868164,-62.84714889526367,0.5,0.25,0.22412109375,0.10504394531249998,0.0055029296875,2,0.0,,,
18,144,11.025232041793755,9.906394880035927,-2.2376743235156553,2.2376743235156553,0,11.119222703368518,13.26290636530941,13.26290636530941,-23.593384742736816,31.14739203453064,-237.30881118774414,0.049427676014602184,20.680232524871826,-58.92013931274414,0.5,0.5,0.25068359375,0.06824707031249999,0.0035498046875000002,2,1.0,,,
19,152,11.329357009278814,11.444345042582896,0.5749401665204079,0.0,0,11.300479510470948,10.754416842758406,10.754416842758406,-22.58951234817505,25.270210027694702,-218.84265899658203,0.04937083926051855,19.984386920928955,-52.75100898742676,0.5,0.5,0.27724609375,0.06553710937499999,0.003369140625,2,0.0,,,
20,160,11.328789441482948,11.443663961227855,0.5743725987245423,0.0,0,11.300479510470948,10.754416842758406,10.754416842758406,-24.24715518951416,22.65318012237549,-191.3099708557129,0.049316078424453735,22.097593784332275,-43.57464027404785,0.5,0.25,0.30380859374999997,0.0947900390625,0.0048193359375,2,1.0,7.435003452960663,5.045406804808852,-4.779193296303619
21,168,10.826620316250537,9.646321175138109,-2.3605982822248563,2.3605982822248563,0,10.76194512950725,13.187218598475393,13.187218598475393,-26.359568119049072,26.25767159461975,-153.72407913208008,0.04926465917378664,24.82864236831665,-31.066500186920166,0.5,0.375,0.33037109375,0.07624511718749999,0.0038330078125000003,2,0.0,,,
22,176,10.824634438172014,9.643342358020325,-2.3625841603033795,2.3625841603033795,0,10.76194512950725,13.187218598475393,13.187218598475393,-25.083152294158936,24.934230089187622,-100.73776817321777,0.0492184329777956,24.420745849609375,-13.45410406589508,0.5,0.375,0.35693359375,0.0728759765625,0.0036083984375000003,2,1.0,,,
23,184,4.1707337333737895,0.6355131500340994,-7.070441166679379,7.070441166679379,8,4.717650770311104,11.241174900053169,11.241174900053169,-24.95588445663452,44.8457465171814,-38.14406108856201,0.04918001685291529,25.316669940948486,7.335947290062904,0.5,0.375,0.38349609375,0.0702392578125,0.0034326171875,2,0.0,,,
24,192,4.369311453851644,0.9333797307508812,-6.871863446201525,6.871863446201525,8,4.717650770311104,11.241174900053169,11.241174900053169,-20.105053424835205,40.593995094299316,10.846640720963478,0.04915199615061283,21.26517963409424,23.600202560424805,0.5,0.5,0.41005859375,0.053671874999999994,0.002578125,2,1.0,10.993901421969,10.0127763431467,-1.9622501576446059
25,200,11.004799275360117,10.076971229297042,-1.85565609212615,1.85565609212615,0,10.914924120981635,12.860455367486267,12.860455367486267,-20.24364948272705,35.663252115249634,-5.348625481128693,0.049133663065731525,21.139199256896973,18.225003957748413,0.5,0.375,0.43662109374999997,0.064599609375,0.003056640625,2,0.0,,,
26,208,11.008310914110556,10.0822386874227,-1.8521444533757112,1.8521444533757112,0,10.914924120981635,12.860455367486267,12.860455367486267,-23.530154705047607,30.63852572441101,-46.74165344238281,0.04911957401782274,23.750679969787598,4.488967373967171,0.5,0.5,0.46318359375,0.0493505859375,0.0022900390624999998,2,1.0,,,
27,216,10.984778320109506,9.951243584293785,-2.0670694716314397,2.0670694716314397,0,11.081237686939467,13.051847791740945,13.051847791740945,-25.627822399139404,27.12979292869568,-75.49327278137207,0.04910474084317684,25.379847526550293,-5.049776136875153,0.5,0.5,0.48974609375,0.046787109375,0.002119140625,2,0.0,,,
28,224,10.989224331022118,9.9579126006627,-2.062623460718827,2.062623460718827,0,11.081237686939467,13.051847791740945,13.051847791740945,-27.513197898864746,26.978715896606445,-105.75235939025879,0.04908623639494181,26.772603034973145,-15.086164474487305,0.5,0.625,0.51630859375,0.033002929687499995,0.0014501953124999999,2,1.0,10.983778954881227,11.648144100471438,3.3218257279510506
29,232,11.2715877808583,12.421910752847907,5.751614859948043,0.0,0,11.283256496634747,5.519972920910257,5.519972920910257,-27.225700855255127,29.047060012817383,-114.04908752441406,0.04906289745122194,26.350647926330566,-17.833155155181885,0.5,0.875,0.54287109375,0.01078125,0.00046875,2,0.0,,,
30,240,11.267696412621232,12.417241110963426,5.747723491710976,0.0,0,11.283256496634747,5.519972920910257,5.519972920910257,-26.866908073425293,28.50784683227539,-115.95158576965332,0.04903543647378683,25.96170425415039,-18.457429885864258,0.5,0.625,0.5694335937499999,0.03,0.0012500000000000002,2,1.0,,,
31,248,10.745580103662995,10.933909417805578,0.9416465707128978,0.0,0,10.766627166272126,9.803933532950097,9.803933532950097,-25.128940105438232,26.7502019405365,-107.41113090515137,0.049005246721208096,24.363466262817383,-15.617692232131958,0.5,0.875,0.59599609375,0.009609375,0.000390625,2,0.0,,,
32,256,10.764568768060807,10.956695815082947,0.9606352351107095,0.0,0,10.766627166272126,9.803933532950097,9.803933532950097,-25.89314889907837,28.42772936820984,-101.89962196350098,0.04897383414208889,25.21803379058838,-13.782926559448242,0.5,0.625,0.62255859375,0.0267041015625,0.0010302734375,2,1.0,8.399112714718386,6.537010721423522,-3.7242039865897296
33,264,5.477693958859792,2.601593257890204,-5.752201401939175,5.752201401939175,8,5.6268397719014045,11.229895360798967,11.229895360798967,-24.894131183624268,38.40507245063782,-96.89299201965332,0.048942035995423794,24.301037311553955,-12.116189956665039,0.5,0.5,0.64912109375,0.0327978515625,0.0011865234375000003,2,0.0,,,
34,272,5.469930418282874,2.589947947024828,-5.759964942516093,5.759964942516093,8,5.6268397719014045,11.229895360798967,11.229895360798967,-21.108040809631348,38.00616216659546,-90.90442657470703,0.048910426907241344,20.61275625228882,-10.124703884124756,0.5,0.625,0.67568359375,0.022456054687499998,0.0007470703125000001,2,1.0,,,
35,280,11.318480599948135,10.469351879013566,-1.6982574418691314,1.6982574418691314,0,11.30219565143326,13.016738041817266,13.016738041817266,-20.971774578094482,37.69966173171997,-101.82570838928223,0.048878904432058334,20.300241470336914,-13.736651182174683,0.5,1.0,0.7022460937499999,0.0,0.0,2,0.0,,,
36,288,11.329014623972922,10.48515291505075,-1.687723417844344,1.687723417844344,0,11.30219565143326,13.016738041817266,13.016738041817266,-22.552380084991455,34.7960786819458,-123.64157295227051,0.04884576704353094,21.528619289398193,-20.95560121536255,0.5,0.75,0.72880859375,0.0129931640625,0.0003662109375,2,1.0,4.077787056918169,0.227798509895106,-7.699977094046128
37,296,3.991700680643023,0.09660868751083684,-7.7901839862643705,7.7901839862643705,8,4.648502654770328,11.781884666907393,11.781884666907393,-24.492018699645996,39.13219976425171,-142.17230987548828,0.04880921822041273,23.16989755630493,-27.0824556350708,0.5,0.625,0.75537109375,0.017475585937499996,0.0004150390624999998,2,0.0,,,
38,304,3.856138756672589,-0.1067341984448128,-7.925745910234804,7.925745910234804,8,4.648502654770328,11.781884666907393,11.781884666907393,-24.647339820861816,46.88739490509033,-159.18062591552734,0.04876832105219364,23.052241325378418,-32.70078182220459,0.5,0.5,0.78193359375,0.02115234375,0.00041015625000000015,2,1.0,,,
39,312,3.815709028362207,-0.16325827496728967,-7.957934606658993,7.957934606658993,8,4.686238886648063,11.7736436350212,11.7736436350212,-21.273351192474365,41.1737163066864,-168.6130027770996,0.0487230122089386,19.52833127975464,-35.80681610107422,0.5,1.0,0.80849609375,0.0,0.0,2,0.0,,,
40,320,3.809723860600495,-0.17223602660985804,-7.963919774420705,7.963919774420705,8,4.686238886648063,11.7736436350212,11.7736436350212,-20.731360912322998,40.04221272468567,-181.69435119628906,0.04867350868880749,18.778233528137207,-40.1167049407959,0.5,0.625,0.8350585937499999,0.011982421874999996,4.8828124999999827e-05,2,1.0,11.098681225079389,10.012679614684252,-2.172003220790275
41,328,11.076896262577797,10.046854820136671,-2.0600828848822577,2.0600828848822577,0,11.100854530759465,13.136979147460055,13.136979147460055,-21.17697525024414,39.72606945037842,-194.6693344116211,0.0486200200393796,19.018299102783203,-44.38665771484375,0.5,0.875,0.85,0.00375,0.0,2,0.0,,,
42,336,11.082411199009268,10.055127224783877,-2.054567948450787,2.054567948450787,0,11.100854530759465,13.136979147460055,13.136979147460055,-23.566940784454346,36.01515245437622,-207.1025276184082,0.04856263380497694,21.212271690368652,-48.47270202636719,0.5,0.875,0.85,0.00375,0.0,2,1.0,,,
43,344,11.111454078964226,9.964986246306701,-2.292935665315049,2.292935665315049,0,11.064879606584622,13.404389744279275,13.404389744279275,-26.632511615753174,33.61950755119324,-214.47713088989258,0.04850177560001612,24.163880825042725,-50.881839752197266,0.5,1.0,0.85,0.0,0.0,2,0.0,,,
44,352,11.105632277486714,9.956253544090433,-2.2987574667925603,2.2987574667925603,0,11.064879606584622,13.404389744279275,13.404389744279275,-27.06297540664673,35.38935685157776,-218.93515396118164,0.048438104800879955,24.527644157409668,-52.32420635223389,0.5,0.75,0.85,0.0075,0.0,2,1.0,8.060209835622313,6.61133839689575,-2.7680085272249193
45,360,5.374341072444931,2.396102764513405,-5.956476615863055,5.956476615863055,8,5.642379939993957,11.330817688307986,11.330817688307986,-27.814791679382324,38.74823880195618,-221.40290451049805,0.04837243910878897,25.24501132965088,-53.106828689575195,0.5,0.625,0.85,0.01125,0.0,2,0.0,,,
46,368,5.399271383892232,2.433498231684356,-5.931546304415754,5.931546304415754,8,5.642379939993957,11.330817688307986,11.330817688307986,-26.50807762145996,48.258880615234375,-218.17644882202148,0.04830553010106087,23.994874477386475,-52.008822441101074,0.5,1.0,0.85,0.0,0.0,2,1.0,,,
47,376,10.756298478924332,10.842434367231904,0.43067944153785476,0.0,0,10.793804352739594,10.325619037386478,10.325619037386478,-27.002381801605225,46.95131540298462,-212.95026779174805,0.04823842737823725,24.577476978302002,-50.25161075592041,0.5,0.75,0.85,0.0075,0.0,2,0.0,,,
48,384,10.756124215088265,10.842225250628621,0.43050517770178764,0.0,0,10.793804352739594,10.325619037386478,10.325619037386478,-26.759639739990234,46.594046115875244,-204.7715301513672,0.04817188251763582,24.46957015991211,-47.5227632522583,0.5,0.875,0.85,0.00375,0.0,2,1.0,11.27944969436546,11.662396453111867,2.188433254919403
