episode,global_step,avg_reward,avg_shaped_reward,avg_reward_margin,avg_hard_block_gap,hard_replay_added,episode_no_ris_rate,episode_phase_gradient_reflector_rate,episode_reward_baseline,avg_actor_loss,avg_critic_loss,avg_alpha_loss,avg_alpha,avg_mean_q,avg_mean_log_prob,avg_actor_updated,avg_collection_deterministic,avg_collection_deterministic_prob,avg_exploration_scale,avg_action_noise_std,rx_block_episodes,rx_reused,eval_avg_reward,eval_avg_shaped_reward,eval_avg_reward_margin
14,112,4.7570327586081556,1.3797575421387371,-6.754550432938834,6.754550432938834,8,4.741783444929363,11.51158319154699,11.51158319154699,-12.415086269378662,193.2492618560791,-262.07696533203125,0.04967095097526908,9.071958780288696,-67.29540061950684,0.5,0.0,0.14443359374999998,0.15451171875,0.00830078125,2,1.0,,,
15,120,11.304097471831145,10.763367436580332,-1.0814600705016257,1.0814600705016257,0,11.30359912680709,12.385557542332771,12.385557542332771,-17.912892818450928,115.17085075378418,-259.63195037841797,0.049611371010541916,14.615888357162476,-66.44649124145508,0.5,0.5,0.17099609375,0.07483886718749999,0.0039892578125,2,0.0,,,
16,128,11.304809660337968,10.764435719340568,-1.080747881994803,1.080747881994803,0,11.30359912680709,12.385557542332771,12.385557542332771,-25.248199939727783,45.468590259552,-257.06432342529297,0.04955200990661979,21.99919891357422,-65.55747413635254,0.5,0.0,0.19755859375,0.14513671875,0.00767578125,2,1.0,11.195922987438017,10.70786913381443,-0.8127386165958921
17,136,11.087933227374368,10.000446658406847,-2.1749731379350425,2.1749731379350425,0,11.119222703368518,13.26290636530941,13.26290636530941,-30.422531127929688,43.62066721916199,-250.0339469909668,0.04949300270527601,27.294851779937744,-63.1846284866333,0.5,0.125,0.22412109375,0.1230029296875,0.0064501953125,2,0.0,,,
18,144,11.089428139707342,10.002689026906307,-2.173478225602068,2.173478225602068,0,11.119222703368518,13.26290636530941,13.26290636530941,-28.159852981567383,32.57671809196472,-238.5804557800293,0.04943466931581497,25.22580337524414,-59.342966079711914,0.5,0.125,0.25068359375,0.1189013671875,0.006176757812499999,2,1.0,,,
19,152,11.295040245117606,11.403164925589447,0.5406234023592003,0.0,0,11.300479510470948,10.754416842758406,10.754416842758406,-24.38540744781494,22.679436206817627,-218.54734802246094,0.049377523362636566,21.785138607025146,-52.65276908874512,0.5,0.25,0.27724609375,0.0978662109375,0.0050244140625,2,0.0,,,
20,160,11.29340324663998,11.401200527416291,0.538986403881573,0.0,0,11.300479510470948,10.754416842758406,10.754416842758406,-24.10507869720459,19.95889139175415,-187.3815155029297,0.049322465900331736,22.01992702484131,-42.269076347351074,0.5,0.375,0.30380859374999997,0.07902832031249998,0.0040185546875,2,1.0,7.714334152471327,5.464402854074848,-4.499862596792954
21,168,10.81119914900891,9.62318942427567,-2.376019449466483,2.376019449466483,0,10.76194512950725,13.187218598475393,13.187218598475393,-25.639323234558105,19.845977067947388,-148.40335845947266,0.04927085107192397,24.19549560546875,-29.298983573913574,0.5,0.5,0.33037109375,0.0612158203125,0.0030810546875000002,2,0.0,,,
22,176,10.81084998890346,9.622665684117493,-2.3763686095719336,2.3763686095719336,0,10.76194512950725,13.187218598475393,13.187218598475393,-25.13318681716919,19.11127257347107,-100.43225479125977,0.04922434128820896,24.47575569152832,-13.352785468101501,0.5,0.25,0.35693359375,0.0881982421875,0.0043798828125,2,1.0,,,
23,184,4.837224613286901,1.6352494699037674,-6.403950286766268,6.403950286766268,8,4.717650770311104,11.241174900053169,11.241174900053169,-23.90382146835327,20.894710540771484,-47.60286235809326,0.049185086507350206,24.110169887542725,4.195738837122917,0.5,0.5,0.38349609375,0.056162109375,0.002744140625,2,0.0,,,
24,192,4.909711229289851,1.7439793939081922,-6.331463670763318,6.331463670763318,8,4.717650770311104,11.241174900053169,11.241174900053169,-22.974419593811035,24.939214944839478,-19.16313672065735,0.049154607113450766,23.644880294799805,13.639169216156006,0.5,0.375,0.41005859375,0.0676025390625,0.0032568359375,2,1.0,10.983969280319045,9.997878130671763,-1.9721822992945626
25,200,10.96534258877317,10.017786199416621,-1.8951127787130968,1.8951127787130968,0,10.914924120981635,12.860455367486267,12.860455367486267,-21.08727741241455,21.976780652999878,-24.669937133789062,0.04913208540529013,21.667705059051514,11.812777042388916,0.5,0.375,0.43662109374999997,0.0642333984375,0.0030322265625,2,0.0,,,
26,208,10.952815199408395,9.99899511536946,-1.9076401680778723,1.9076401680778723,0,10.914924120981635,12.860455367486267,12.860455367486267,-21.895520210266113,16.339712381362915,-56.14744472503662,0.04911395814269781,21.962756156921387,1.3685590773820877,0.5,0.375,0.46318359375,0.061743164062499994,0.0028662109374999996,2,1.0,,,
27,216,10.99642421255161,9.968712422956942,-2.055423579189336,2.055423579189336,0,11.081237686939467,13.051847791740945,13.051847791740945,-23.61985492706299,13.972419023513794,-87.10357093811035,0.04909586254507303,23.182894229888916,-8.900164723396301,0.5,0.5,0.48974609375,0.046640625,0.002109375,2,0.0,,,
28,224,10.996495413288104,9.968819224061683,-2.0553523784528416,2.0553523784528416,0,11.081237686939467,13.051847791740945,13.051847791740945,-25.495093822479248,14.791073322296143,-116.28254699707031,0.049074525479227304,24.583439826965332,-18.576152324676514,0.5,0.625,0.51630859375,0.033588867187499996,0.0014892578125,2,1.0,11.005301500718312,11.67397115547594,3.3433482737881355
29,232,11.264988377704645,12.413991469063523,5.7450154567943885,0.0,0,11.283256496634747,5.519972920910257,5.519972920910257,-27.16619873046875,17.0519962310791,-133.85260391235352,0.04904820444062352,25.969470977783203,-24.397318363189697,0.5,0.5,0.54287109375,0.0417333984375,0.0017822265624999997,2,0.0,,,
30,240,11.261261756403439,12.409519523502077,5.741288835493182,0.0,0,11.283256496634747,5.519972920910257,5.519972920910257,-27.810789585113525,16.939687490463257,-139.30690383911133,0.049016919918358326,26.526593685150146,-26.196858406066895,0.5,0.75,0.5694335937499999,0.0197314453125,0.0008154296875000001,2,1.0,,,
31,248,10.728701545305407,10.913655147776469,0.9247680123553099,0.0,0,10.766627166272126,9.803933532950097,9.803933532950097,-27.796573638916016,16.56382131576538,-140.43367385864258,0.04898174572736025,26.49552631378174,-26.559539794921875,0.5,0.375,0.59599609375,0.046582031249999996,0.00185546875,2,0.0,,,
32,256,10.716667597269995,10.89921441013397,0.9127340643198973,0.0,0,10.766627166272126,9.803933532950097,9.803933532950097,-28.418930053710938,18.11629283428192,-137.9238395690918,0.04894376778975129,27.160175800323486,-25.715808391571045,0.5,0.75,0.62255859375,0.017607421875,0.000673828125,2,1.0,8.37444615758184,6.500010885718701,-3.748870543726276
33,264,5.381937148191524,2.457958041887802,-5.847958212607443,5.847958212607443,8,5.6268397719014045,11.229895360798967,11.229895360798967,-27.73598051071167,17.114937663078308,-132.23648834228516,0.048904052935540676,26.57100200653076,-23.819028854370117,0.5,0.625,0.64912109375,0.024287109374999998,0.0008691406250000001,2,0.0,,,
34,272,5.307915742274054,2.3469259330115997,-5.9219796185249125,5.9219796185249125,8,5.6268397719014045,11.229895360798967,11.229895360798967,-27.984394073486328,19.925787210464478,-129.31204223632812,0.04886361863464117,26.868314266204834,-22.838202953338623,0.5,0.75,0.67568359375,0.01541015625,0.0005273437499999998,2,1.0,,,
35,280,11.344669687066604,10.508635509691272,-1.672068354750662,1.672068354750662,0,11.30219565143326,13.016738041817266,13.016738041817266,-26.714733123779297,24.08981442451477,-126.82396507263184,0.04882293380796909,25.640401363372803,-22.002342700958252,0.5,0.75,0.7022460937499999,0.013798828124999999,0.00041992187500000016,2,0.0,,,
36,288,11.349349502942154,10.515655233504596,-1.6673885388751124,1.6673885388751124,0,11.30219565143326,13.016738041817266,13.016738041817266,-27.258346557617188,20.234198093414307,-127.06626319885254,0.04878219868987799,26.181570529937744,-22.070918560028076,0.5,0.75,0.72880859375,0.012700195312499999,0.0003466796875,2,1.0,4.518475952879134,0.8888318538365528,-7.259288198085162
37,296,4.467363707109341,0.8101032272103146,-7.3145209597980525,7.3145209597980525,8,4.648502654770328,11.781884666907393,11.781884666907393,-28.297670364379883,20.368996500968933,-130.59332656860352,0.048741151578724384,27.16545343399048,-23.226714611053467,0.5,0.625,0.75537109375,0.017329101562499998,0.0004052734374999998,2,0.0,,,
38,304,4.516684775132456,0.8840848292449868,-7.265199891774937,7.265199891774937,8,4.648502654770328,11.781884666907393,11.781884666907393,-29.200366020202637,25.319679975509644,-135.80840682983398,0.04869938874617219,27.985646724700928,-24.94028091430664,0.5,0.75,0.78193359375,0.010869140624999999,0.0002246093750000002,2,1.0,,,
39,312,4.660436773218667,1.1038333423174005,-7.113206861802533,7.113206861802533,8,4.686238886648063,11.7736436350212,11.7736436350212,-29.172019481658936,27.2893807888031,-144.04803848266602,0.04865650832653046,27.826375007629395,-27.652923583984375,0.5,0.875,0.80849609375,0.004555664062499999,5.371093749999994e-05,2,0.0,,,
40,320,4.713458655739923,1.1833661660992847,-7.060184979281277,7.060184979281277,8,4.686238886648063,11.7736436350212,11.7736436350212,-28.63496160507202,28.703323125839233,-145.2585906982422,0.048612176440656185,27.271777629852295,-28.03892421722412,0.5,0.875,0.8350585937499999,0.004335937500000001,3.9062500000000035e-05,2,1.0,11.061710158450875,9.957223014741484,-2.2089742874187888
41,328,11.06534976306871,10.029535070873038,-2.071629384391345,2.071629384391345,0,11.100854530759465,13.136979147460055,13.136979147460055,-27.94384241104126,23.980276584625244,-152.04902267456055,0.04856643499806523,26.473610877990723,-30.269049644470215,0.5,0.875,0.85,0.00375,0.0,2,0.0,,,
42,336,11.061593237336282,10.023900282274393,-2.0753859101237726,2.0753859101237726,0,11.100854530759465,13.136979147460055,13.136979147460055,-28.752338409423828,25.78337812423706,-154.50165939331055,0.048519228119403124,27.24499750137329,-31.063456535339355,0.5,0.875,0.85,0.00375,0.0,2,1.0,,,
43,344,11.07514198355729,9.910518103196294,-2.3292477607219855,2.3292477607219855,0,11.064879606584622,13.404389744279275,13.404389744279275,-31.251172065734863,23.0702486038208,-165.46501541137695,0.04847028665244579,29.57051992416382,-34.66901683807373,0.5,0.875,0.85,0.00375,0.0,2,0.0,,,
44,352,11.081055186170975,9.919387907116825,-2.3233345581083,2.3233345581083,0,11.064879606584622,13.404389744279275,13.404389744279275,-32.619629859924316,25.675354480743408,-166.46732711791992,0.04841951886191964,30.925637245178223,-34.981088638305664,0.5,0.75,0.85,0.0075,0.0,2,1.0,8.040322649752294,6.575264718530319,-2.787895713094937
45,360,5.293974572618954,2.275553014774439,-6.036843115689032,6.036843115689032,8,5.642379939993957,11.330817688307986,11.330817688307986,-32.83077144622803,26.17070722579956,-160.44713592529297,0.04836750775575638,31.23567771911621,-32.97402000427246,0.5,0.75,0.85,0.0075,0.0,2,0.0,,,
46,368,5.324665740122849,2.321589766030281,-6.0061519481851375,6.0061519481851375,8,5.642379939993957,11.330817688307986,11.330817688307986,-32.42238712310791,29.559691905975342,-152.5608139038086,0.04831522237509489,30.95568323135376,-30.352369785308838,0.5,0.75,0.85,0.0075,0.0,2,1.0,,,
47,376,10.792157686574814,10.88546541641248,0.46653864918833676,0.0,0,10.793804352739594,10.325619037386478,10.325619037386478,-32.86498260498047,32.87143921852112,-141.78527450561523,0.04826370161026716,31.57231855392456,-26.77938938140869,0.5,0.875,0.85,0.00375,0.0,2,0.0,,,
48,384,10.785540750886977,10.877525093587076,0.45992171350049915,0.0,0,10.793804352739594,10.325619037386478,10.325619037386478,-30.985220909118652,36.42411470413208,-131.6125259399414,0.04821380693465471,29.856476306915283,-23.40811538696289,0.5,0.875,0.85,0.00375,0.0,2,1.0,11.302619210508169,11.695332924489286,2.2116027710621107
