episode,global_step,avg_reward,avg_shaped_reward,avg_reward_margin,avg_hard_block_gap,hard_replay_added,episode_no_ris_rate,episode_phase_gradient_reflector_rate,episode_reward_baseline,avg_actor_loss,avg_critic_loss,avg_alpha_loss,avg_alpha,avg_mean_q,avg_mean_log_prob,avg_actor_updated,avg_collection_deterministic,avg_collection_deterministic_prob,avg_exploration_scale,avg_action_noise_std,avg_effective_policy_delay,avg_actor_gate_active,avg_online_hard_step_gap,rx_block_episodes,rx_reused,eval_avg_reward,eval_avg_shaped_reward,eval_avg_reward_margin
18,144,11.107437482386423,10.029703040924929,-2.155468882922987,2.155468882922987,0,11.119222703368518,13.26290636530941,13.26290636530941,-29.041011810302734,29.319092512130737,-254.71228790283203,0.04955230886116624,25.8307843208313,-64.77480125427246,0.5,0.125,0.25068359375,0.1189013671875,0.006176757812499999,2.0,0.0,2.155047616629809,2,1.0,,,
19,152,11.300169967850426,11.40932059286883,0.5457531250920198,0.0,0,11.300479510470948,10.754416842758406,10.754416842758406,-27.28412103652954,25.766578197479248,-246.98052978515625,0.049493484664708376,24.2066912651062,-62.168989181518555,0.5,0.25,0.27724609375,0.0978662109375,0.0050244140625,2.0,0.0,0.0,2,0.0,,,
20,160,11.29515276792171,11.40329995295437,0.5407359251633039,0.0,0,11.300479510470948,10.754416842758406,10.754416842758406,-26.998664379119873,23.773656606674194,-233.54831314086914,0.04943540133535862,24.147296905517578,-57.66982555389404,0.5,0.375,0.30380859374999997,0.07902832031249998,0.0040185546875,2.0,0.0,0.0,2,1.0,7.6539503006575655,5.373827076354209,-4.560246448606716
21,168,10.806550529285271,9.61621649469021,-2.380668069190122,2.380668069190122,0,10.76194512950725,13.187218598475393,13.187218598475393,-27.812969207763672,22.007572293281555,-211.82694625854492,0.04937867075204849,25.322940349578857,-50.4192419052124,0.5,0.5,0.33037109375,0.0612158203125,0.0030810546875000002,2.0,0.0,2.3834420197967985,2,0.0,,,
22,176,10.81371110048744,9.626957351493466,-2.373507497987953,2.373507497987953,0,10.76194512950725,13.187218598475393,13.187218598475393,-27.857121467590332,18.763185262680054,-175.96253204345703,0.04932430712506175,25.959045886993408,-38.475168228149414,0.5,0.25,0.35693359375,0.0881982421875,0.0043798828125,2.0,0.0,2.3726527794111485,2,1.0,,,
23,184,4.602889295070205,1.2837464925787239,-6.638285604982964,6.638285604982964,8,4.717650770311104,11.241174900053169,11.241174900053169,-26.72637939453125,21.7340726852417,-135.6934356689453,0.04928900394588709,25.490070343017578,-25.081071853637695,0.25,0.5,0.38349609375,0.056162109375,0.002744140625,3.75,0.875,6.691612825150493,2,0.0,,,
24,192,4.66893991036735,1.382822415524441,-6.5722349896858185,6.5722349896858185,8,4.717650770311104,11.241174900053169,11.241174900053169,-25.661128997802734,26.59089422225952,-108.75910186767578,0.049265144392848015,24.866576194763184,-16.12690496444702,0.25,0.375,0.41005859375,0.0676025390625,0.0032568359375,3.75,0.875,6.596236426668802,2,1.0,10.98444700925493,9.998594724075595,-1.9717045703586757
25,200,10.978250515584808,10.037148089634076,-1.8822048519014594,1.8822048519014594,0,10.914924120981635,12.860455367486267,12.860455367486267,-23.821579933166504,25.596396923065186,-56.38364028930664,0.04923080652952194,23.884278297424316,1.2745872288942337,0.5,0.375,0.43662109374999997,0.0642333984375,0.0030322265625,2.0,0.0,1.889495614086245,2,0.0,,,
26,208,10.994279329368815,10.06119131031009,-1.8661760381174517,1.8661760381174517,0,10.914924120981635,12.860455367486267,12.860455367486267,-23.86759614944458,21.624565839767456,-11.645506143569946,0.04919711593538523,24.661356925964355,16.133358240127563,0.5,0.375,0.46318359375,0.061743164062499994,0.0028662109374999996,2.0,0.0,1.863517332999725,2,1.0,,,
27,216,10.977980311585219,9.941046571507355,-2.0738674801557266,2.0738674801557266,0,11.081237686939467,13.051847791740945,13.051847791740945,-23.4488205909729,17.953526735305786,-9.092008233070374,0.04917312366887927,24.283924102783203,16.981839656829834,0.5,0.5,0.48974609375,0.046640625,0.002109375,2.0,0.0,2.0733727489086506,2,0.0,,,
28,224,10.982209869561354,9.947390908471558,-2.0696379221795915,2.0696379221795915,0,11.081237686939467,13.051847791740945,13.051847791740945,-23.56819438934326,17.4671688079834,-23.8722186088562,0.049155738204717636,24.161846160888672,12.07626724243164,0.5,0.625,0.51630859375,0.033588867187499996,0.0014892578125,2.0,0.0,2.0730309553295183,2,1.0,10.999835013974678,11.667411371383578,3.3378817870445006
29,232,11.272842314452866,12.423416193161389,5.75286939354261,0.0,0,11.283256496634747,5.519972920910257,5.519972920910257,-25.359097480773926,18.479324340820312,-55.76139545440674,0.049141064286231995,25.4324951171875,1.4932889342308044,0.5,0.5,0.54287109375,0.0417333984375,0.0017822265624999997,2.0,0.0,0.0,2,0.0,,,
30,240,11.27586937587435,12.427048666867169,5.755896454964094,0.0,0,11.283256496634747,5.519972920910257,5.519972920910257,-27.08922815322876,18.074556350708008,-81.33477020263672,0.04912522109225392,26.74576234817505,-6.99151885509491,0.5,0.75,0.5694335937499999,0.0197314453125,0.0008154296875000001,2.0,0.0,0.0,2,1.0,,,
31,248,10.71429961080078,10.896372826370916,0.9103660778506821,0.0,0,10.766627166272126,9.803933532950097,9.803933532950097,-27.580088138580322,18.73811137676239,-97.96200370788574,0.04910608194768429,26.965978145599365,-12.505297899246216,0.5,0.375,0.59599609375,0.046582031249999996,0.00185546875,2.0,0.0,0.0,2,0.0,,,
32,256,10.712906615297632,10.894701231767138,0.9089730823475346,0.0,0,10.766627166272126,9.803933532950097,9.803933532950097,-28.277793407440186,20.402621746063232,-111.08195114135742,0.04908281611278653,27.450542449951172,-16.853103637695312,0.5,0.75,0.62255859375,0.017607421875,0.000673828125,2.0,0.0,0.0,2,1.0,8.432576439051008,6.587206307922453,-3.690740262257109
33,264,5.542307994839051,2.6985143118590944,-5.687587365959915,5.687587365959915,8,5.6268397719014045,11.229895360798967,11.229895360798967,-27.47435760498047,19.17091155052185,-108.71123504638672,0.049064649268984795,26.686267852783203,-16.06178855895996,0.25,0.625,0.64912109375,0.024287109374999998,0.0008691406250000001,3.75,0.875,5.680045737488163,2,0.0,,,
34,272,5.537389743151171,2.691136934327273,-5.692505617647796,5.692505617647796,8,5.6268397719014045,11.229895360798967,11.229895360798967,-25.858675956726074,21.441375970840454,-108.05917358398438,0.04905044753104448,25.081584930419922,-15.842083930969238,0.25,0.75,0.67568359375,0.01541015625,0.0005273437499999998,3.75,0.875,5.688562010229289,2,1.0,,,
35,280,11.311334840378358,10.458633239658903,-1.7054032014389087,1.7054032014389087,0,11.30219565143326,13.016738041817266,13.016738041817266,-25.164015769958496,22.65628409385681,-113.67122459411621,0.04902600171044469,24.296302318572998,-17.697781085968018,0.5,0.75,0.7022460937499999,0.013798828124999999,0.00041992187500000016,2.0,0.0,1.705533601074002,2,0.0,,,
36,288,11.314000462893265,10.46263167343127,-1.7027375789240011,1.7027375789240011,0,11.30219565143326,13.016738041817266,13.016738041817266,-25.8134446144104,20.554574728012085,-120.92670631408691,0.04899374395608902,24.828827381134033,-20.09529447555542,0.5,0.75,0.72880859375,0.012700195312499999,0.0003466796875,2.0,0.0,1.7034902136333088,2,1.0,4.7095217010694785,1.1754004761220687,-7.068242449894818
37,296,4.668850055414601,1.1123327496682052,-7.113034611492792,7.113034611492792,8,4.648502654770328,11.781884666907393,11.781884666907393,-26.873655319213867,19.933086395263672,-134.85757446289062,0.04897011397406459,25.663715362548828,-24.706629753112793,0.25,0.625,0.75537109375,0.017329101562499998,0.0004052734374999998,3.75,0.875,7.110630035873107,2,0.0,,,
38,304,4.667599834625449,1.1104574184844769,-7.114284832281944,7.114284832281944,8,4.648502654770328,11.781884666907393,11.781884666907393,-27.061382293701172,23.341508150100708,-136.59823608398438,0.048951864708215,25.823915481567383,-25.27811622619629,0.25,0.75,0.78193359375,0.010869140624999999,0.0002246093750000002,3.75,0.875,7.123829251232348,2,1.0,,,
39,312,4.729264662043862,1.207075175555194,-7.044378972977338,7.044378972977338,8,4.686238886648063,11.7736436350212,11.7736436350212,-26.950586318969727,24.38600516319275,-147.53601837158203,0.048932796344161034,25.536498069763184,-28.897329330444336,0.25,0.875,0.80849609375,0.004555664062499999,5.371093749999994e-05,3.75,0.875,7.044481003134564,2,0.0,,,
40,320,4.71819169115544,1.19046571922256,-7.05545194386576,7.05545194386576,8,4.686238886648063,11.7736436350212,11.7736436350212,-25.708040237426758,24.116523504257202,-152.1863021850586,0.04891276266425848,24.219462394714355,-30.431793212890625,0.25,0.875,0.8350585937499999,0.004335937500000001,3.9062500000000035e-05,3.75,0.875,7.057278052364866,2,1.0,11.063867804778756,9.960459484233299,-2.20681664109091
41,328,11.002568367912547,9.935362978138794,-2.1344107795475082,2.1344107795475082,0,11.100854530759465,13.136979147460055,13.136979147460055,-26.407482624053955,21.537479996681213,-161.79884719848633,0.048878020606935024,24.76473093032837,-33.605623722076416,0.5,0.875,0.85,0.00375,0.0,2.0,0.0,2.1347036290902697,2,0.0,,,
42,336,11.004481568492062,9.938232779008066,-2.1324975789679925,2.1324975789679925,0,11.100854530759465,13.136979147460055,13.136979147460055,-27.214576244354248,22.61964225769043,-170.56805801391602,0.048832104075700045,25.43233013153076,-36.49345588684082,0.5,0.875,0.85,0.00375,0.0,2.0,0.0,2.1333521780047935,2,1.0,,,
43,344,11.127757232365875,9.989440976409176,-2.2766325119134,2.2766325119134,0,11.064879606584622,13.404389744279275,13.404389744279275,-29.652174949645996,21.83008849620819,-180.6231575012207,0.04878271697089076,27.710203170776367,-39.80390453338623,0.5,0.875,0.85,0.00375,0.0,2.0,0.0,2.2764505181644035,2,0.0,,,
44,352,11.125710344982295,9.986370645333807,-2.27867939929698,2.27867939929698,0,11.064879606584622,13.404389744279275,13.404389744279275,-30.889045238494873,24.502764225006104,-183.02050399780273,0.04873016243800521,28.91148328781128,-40.57634258270264,0.5,0.75,0.85,0.0075,0.0,2.0,0.0,2.2782863376029945,2,1.0,8.023484079507199,6.5517173296044335,-2.804734283340032
45,360,5.257643924572076,2.221057042704122,-6.073173763735911,6.073173763735911,8,5.642379939993957,11.330817688307986,11.330817688307986,-31.39058208465576,22.645730018615723,-183.74462890625,0.048692693933844566,29.4038143157959,-40.79921913146973,0.25,0.75,0.85,0.0075,0.0,3.75,0.875,6.071807227233728,2,0.0,,,
46,368,5.254717686324333,2.2166676853325065,-6.0761000019836535,6.0761000019836535,8,5.642379939993957,11.330817688307986,11.330817688307986,-30.832629203796387,24.858784198760986,-182.82093811035156,0.0486648753285408,28.862418174743652,-40.48219680786133,0.25,0.75,0.85,0.0075,0.0,3.75,0.875,6.0699387226830614,2,1.0,,,
47,376,10.791575098105316,10.884766310249084,0.4659560607188382,0.0,0,10.793804352739594,10.325619037386478,10.325619037386478,-31.085341453552246,26.65877676010132,-177.19858169555664,0.04861917858943343,29.208109855651855,-38.60531997680664,0.5,0.875,0.85,0.00375,0.0,2.0,0.0,0.0,2,0.0,,,
48,384,10.79211887469829,10.88541884216065,0.46649983731181166,0.0,0,10.793804352739594,10.325619037386478,10.325619037386478,-30.280696868896484,27.946411848068237,-173.3583106994629,0.04856271715834737,28.46839189529419,-37.313255310058594,0.5,0.875,0.85,0.00375,0.0,2.0,0.0,0.0,2,1.0,11.257233949978168,11.63457440879173,2.16621751053211
