episode,global_step,avg_reward,avg_shaped_reward,avg_reward_margin,avg_hard_block_gap,hard_replay_added,episode_no_ris_rate,episode_phase_gradient_reflector_rate,episode_reward_baseline,rx_candidate_index,rx_focus_selected,rx_focus_selection_prob,rx_focus_candidate_avg_gap,rx_candidate_avg_gap_after_episode,avg_actor_loss,avg_critic_loss,avg_alpha_loss,avg_alpha,avg_mean_q,avg_mean_log_prob,avg_actor_updated,avg_collection_deterministic,avg_collection_deterministic_prob,avg_exploration_scale,avg_action_noise_std,avg_effective_policy_delay,avg_actor_gate_active,avg_online_hard_step_gap,rx_block_episodes,rx_reused,eval_avg_reward,eval_avg_shaped_reward,eval_avg_reward_margin
31,248,4.781742348240049,1.516538781630375,-6.53040713321935,6.53040713321935,8,4.769583977811357,11.312149481459398,11.312149481459398,0,0.0,0.0,0.0,6.775831205377977,-26.8772611618042,19.440128564834595,-104.03433227539062,0.04919900931417942,26.161611557006836,-14.543306350708008,0.25,0.5,0.59599609375,0.0373388671875,0.0014892578125,5.5,0.875,6.529279179517426,2,0.0,,,
32,256,4.801334386770961,1.5459268394267425,-6.5108150946884376,6.5108150946884376,8,4.769583977811357,11.312149481459398,11.312149481459398,0,0.0,0.0,0.0,6.7569014831858665,-24.466795921325684,14.25673794746399,-87.26592636108398,0.04917849227786064,24.025516510009766,-8.971418619155884,0.25,0.625,0.62255859375,0.026264648437500003,0.0010009765625,5.5,0.875,6.489952505756403,2,1.0,7.652116926848916,5.5022816490559645,-4.299670555585903
33,264,10.809928384347215,10.005369313764305,-1.6091181411658262,1.6091181411658262,0,10.83816288660935,12.419046525513041,12.419046525513041,1,0.0,0.0,0.0,1.6091181411658262,-24.813336849212646,14.010010719299316,-72.61720657348633,0.0491488603875041,24.61161231994629,-4.1035391092300415,0.5,0.75,0.64912109375,0.0163623046875,0.0005908203125000001,2.0,0.0,1.6078209045180198,2,0.0,,,
34,272,10.800690780286386,9.991512907673059,-1.6183557452266548,1.6183557452266548,0,10.83816288660935,12.419046525513041,12.419046525513041,1,0.0,0.0,0.0,1.6137369431962405,-25.396719455718994,15.649810910224915,-73.13973999023438,0.04911698121577501,25.18688678741455,-4.271508693695068,0.5,0.375,0.67568359375,0.0383056640625,0.0013037109375,2.0,0.0,1.6175605939505924,2,1.0,7.714819497688752,6.144690015587143,-2.6244654255972657
35,280,5.725201846348299,2.785735656181979,-5.878932380332642,5.878932380332642,8,5.626970424351528,11.60413422668094,11.60413422668094,4,1.0,0.26200218354470406,3.9326866017531756,4.148936132706449,-26.071075439453125,16.242928862571716,-85.46292114257812,0.04909700620919466,25.660740852355957,-8.356733322143555,0.25,0.75,0.7022460937499999,0.013798828124999999,0.00041992187499999994,5.5,0.875,5.880347696379694,2,0.0,,,
36,288,5.750779660734897,2.8241023777618737,-5.853354565946044,5.853354565946044,8,5.626970424351528,11.60413422668094,11.60413422668094,4,0.0,0.0,0.0,4.319377976030409,-27.752052307128906,16.15653145313263,-87.104736328125,0.049082991667091846,27.315229415893555,-8.898733139038086,0.25,0.875,0.72880859375,0.006533203125000001,0.00018554687499999995,5.5,0.875,5.856188055057108,2,1.0,7.726122185888967,5.617490863046629,-4.217262645684677
37,296,5.408960232768006,2.3021133982207957,-6.2136936690944236,6.2136936690944236,8,5.641198969880351,11.62265390186243,11.62265390186243,4,1.0,0.2900986189976311,4.319377976030409,4.491588493581683,-27.488494873046875,17.747671127319336,-89.52613830566406,0.04906919691711664,27.012516975402832,-9.699260950088501,0.25,0.875,0.75537109375,0.005800781250000001,0.0001367187499999999,5.5,0.875,6.209100396687916,2,0.0,,,
38,304,5.384952947770697,2.2661024707248316,-6.237700954091733,6.237700954091733,8,5.641198969880351,11.62265390186243,11.62265390186243,4,0.0,0.0,0.0,4.637097865290854,-27.48682975769043,18.6246280670166,-100.25224304199219,0.049055369570851326,26.83655834197998,-13.25446891784668,0.25,1.0,0.78193359375,0.0,0.0,5.5,0.875,6.23444543865315,2,1.0,7.847038497394644,6.200176513271196,-3.229144482880087
39,312,11.203711709121718,11.27318318885019,0.3473573986423695,0.0,0,11.231663596257846,10.856354310479349,10.856354310479349,4,1.0,0.3125039078277463,4.637097865290854,4.280398029499249,-27.74006748199463,16.320823431015015,-107.28959846496582,0.04903215728700161,26.975843906402588,-15.58376169204712,0.5,0.875,0.80849609375,0.004555664062499999,5.371093749999994e-05,2.0,0.0,0.0,2,0.0,,,
40,320,11.207177609786699,11.27734226964817,0.35082329930735057,0.0,0,11.231663596257846,10.856354310479349,10.856354310479349,4,0.0,0.0,0.0,3.974655313106446,-27.756550788879395,19.212090253829956,-104.65937614440918,0.04900261294096708,27.035880088806152,-14.704512596130371,0.5,0.875,0.8350585937499999,0.003969726562500001,1.4648437499999905e-05,2.0,0.0,0.0,2,1.0,4.71537677333313,1.317786100285043,-6.795181346096173
41,328,5.591056360983931,2.498277916081454,-6.185556889804953,6.185556889804953,8,4.797271159212485,11.776613250788884,11.776613250788884,0,0.0,0.0,0.0,6.718811843627139,-27.075995445251465,19.64014744758606,-111.66175842285156,0.04898176062852144,26.24219036102295,-17.020793914794922,0.25,0.75,0.85,0.0075,0.0,5.5,0.875,6.188471248672048,2,0.0,,,
42,336,5.604022596489238,2.5177272693394173,-6.172590654299646,6.172590654299646,8,4.797271159212485,11.776613250788884,11.776613250788884,0,0.0,0.0,0.0,6.684673019294171,-26.8762149810791,18.13656759262085,-118.08113861083984,0.04896609578281641,25.938645362854004,-19.14500617980957,0.25,0.625,0.85,0.01125,0.0,5.5,0.875,6.175658402870978,2,1.0,7.306507408433275,5.274815975870175,-4.063382865126201
43,344,5.294778540341326,2.0553459930013904,-6.478865094679874,6.478865094679874,8,4.686238886648063,11.7736436350212,11.7736436350212,0,1.0,0.5836718490632327,6.684673019294171,6.672566670787448,-26.771719932556152,18.94550061225891,-116.75377655029297,0.04894999507814646,25.856207847595215,-18.700761795043945,0.25,1.0,0.85,0.0,0.0,5.5,0.875,6.477004958671068,2,0.0,,,
44,352,5.2783903699987675,2.0307637374875513,-6.495253265022432,6.495253265022432,8,4.686238886648063,11.7736436350212,11.7736436350212,0,0.0,0.0,0.0,6.662715926022724,-26.772411346435547,20.944897651672363,-120.9942626953125,0.048933438025414944,25.788628578186035,-20.101948738098145,0.25,0.875,0.85,0.00375,0.0,5.5,0.875,6.492025753844549,2,1.0,7.38483802567822,5.6296348893105455,-3.186453355856921
45,360,10.975558490177024,11.190858969044239,1.076502394336071,0.0,0,10.974483144151751,9.899056095840953,9.899056095840953,2,0.0,0.0,0.0,1.3303538393524452,-27.08680295944214,19.455424785614014,-130.1277732849121,0.04890523757785559,25.955824851989746,-23.121668338775635,0.5,0.75,0.85,0.0075,0.0,2.0,0.0,0.0,2,0.0,,,
46,368,10.968572880665986,11.182476237630995,1.0695167848250335,0.0,0,10.974483144151751,9.899056095840953,9.899056095840953,2,0.0,0.0,0.0,1.1640596094333895,-28.30689811706543,20.289769172668457,-144.83345794677734,0.04886829853057861,26.939163208007812,-27.98294687271118,0.5,0.875,0.85,0.00375,0.0,2.0,0.0,0.0,2,1.0,7.480737430564267,5.078191021389364,-4.805092818349808
47,376,3.8571080271230325,0.16389870706988358,-7.386418640106296,7.386418640106296,8,4.799720725229752,11.243526667229329,11.243526667229329,0,1.0,0.5961554907322912,6.662715926022724,6.7008055425534385,-29.459020614624023,22.855756282806396,-151.17687225341797,0.04884124454110861,27.989916801452637,-30.07466697692871,0.25,1.0,0.85,0.0,0.0,5.5,0.875,7.390116545376671,2,0.0,,,
48,384,3.888211426487336,0.2105538061163395,-7.355315240741993,7.355315240741993,8,4.799720725229752,11.243526667229329,11.243526667229329,0,0.0,0.0,0.0,6.733531027462867,-29.40556812286377,22.23926305770874,-154.8728485107422,0.04882052168250084,27.877634048461914,-31.29186725616455,0.25,0.625,0.85,0.01125,0.0,5.5,0.875,7.36185225599978,2,1.0,8.073668114248044,6.528530463254115,-2.952746725345512
