episode,global_step,avg_reward,avg_actor_loss,avg_critic_loss,avg_alpha_loss,avg_alpha,avg_mean_q,avg_mean_log_prob
1,4,0.0,-13.227375030517578,240.05026245117188,-267.57147216796875,0.19993998110294342,-0.022924955934286118,-66.25150299072266
2,8,0.0,-13.542052268981934,261.6576232910156,-269.5836639404297,0.1997901014983654,0.06744968704879284,-67.42366027832031
3,12,0.0,-13.612036943435669,271.2350387573242,-269.51707458496094,0.19955042377114296,0.186681866645813,-67.25773239135742
