episode,global_step,avg_reward,avg_shaped_reward,avg_reward_margin,avg_hard_block_gap,hard_replay_added,episode_no_ris_rate,episode_phase_gradient_reflector_rate,episode_reward_baseline,rx_candidate_index,rx_zone,rx_focus_selected,rx_focus_selection_prob,rx_focus_candidate_avg_gap,rx_candidate_avg_gap_after_episode,avg_actor_loss,avg_critic_loss,avg_alpha_loss,avg_alpha,avg_mean_q,avg_mean_log_prob,avg_actor_updated,avg_collection_deterministic,avg_collection_deterministic_prob,avg_exploration_scale,avg_action_noise_std,avg_effective_policy_delay,avg_actor_gate_active,avg_online_hard_step_gap,rx_block_episodes,rx_reused,eval_avg_reward,eval_avg_shaped_reward,eval_avg_reward_margin
1,8,11.316997386585827,9.54175778844992,-1.7752395981359115,1.7752395981359115,0,11.319258895750044,13.092236984721739,13.092236984721739,3,nlos,0.0,0.0,0.0,1.7752395981359115,,,,,,,,0.0,0.0,0.16,0.0,,,,2,0.0,,,
2,16,11.316997386585827,9.54175778844992,-1.7752395981359115,1.7752395981359115,0,11.319258895750044,13.092236984721739,13.092236984721739,3,nlos,0.0,0.0,0.0,1.7752395981359115,,,,,,,,0.0,0.0,0.16,0.0,,,,2,1.0,12.458106388637948,11.944967606547578,0.08165544328774965,16.91085227269289,16.91085227269289,0.0,10.973857760619635,10.289672717832476,0.1088739243836662
3,24,11.292668174338418,10.803645045335871,-0.48902312900254685,0.48902312900254685,0,11.291382735870279,11.781691303340965,11.781691303340965,3,nlos,0.0,0.0,0.0,1.3465007750914566,,,,,,,,0.0,0.0,0.16,0.0,,,,2,0.0,,,
4,32,11.292668174338418,10.803645045335871,-0.48902312900254685,0.48902312900254685,0,11.291382735870279,11.781691303340965,11.781691303340965,3,nlos,0.0,0.0,0.0,1.1321313635692292,,,,,,,,0.0,0.0,0.16,0.0,,,,2,1.0,12.452094796104475,12.211906723163523,1.2064273028278165,16.91085227269289,16.91085227269289,0.0,10.965842303908337,10.64559153998707,1.6085697371037553
5,40,10.807515337886947,11.227086611131817,2.7971418216324704,0.0,0,10.80977314119252,8.010373516254477,8.010373516254477,1,nlos,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.16,0.0,,,,2,0.0,,,
6,48,10.807515337886947,11.227086611131817,2.7971418216324704,0.0,0,10.80977314119252,8.010373516254477,8.010373516254477,1,nlos,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.16,0.0,,,,2,1.0,13.976020309396457,13.630868549624072,0.5066693906182647,16.90797974547675,16.90797974547675,0.0,11.044060873316162,10.353757353771396,1.0133387812365293
7,56,10.826264323639466,8.84964195816647,-1.9766223654729984,1.9766223654729984,0,10.824585940846482,12.802886689112464,12.802886689112464,1,nlos,0.0,0.0,0.0,0.6588741218243328,,,,,,,,0.0,0.0,0.16,0.0,,,,2,0.0,,,
8,64,10.826264323639466,8.84964195816647,-1.9766223654729984,1.9766223654729984,0,10.824585940846482,12.802886689112464,12.802886689112464,1,nlos,0.0,0.0,0.0,0.9883111827364992,,,,,,,,0.0,0.0,0.16,0.0,,,,2,1.0,13.974272884942797,14.198145837206514,1.492486348424795,16.90797974547675,16.90797974547675,0.0,11.040566024408843,11.48831192893628,2.98497269684959
9,72,16.91085227269289,16.91085227269289,0.0,-0.0,0,16.91085227269289,16.91085227269289,16.91085227269289,3,los,0.0,0.0,0.0,0.9057050908553833,-5.250169515609741,273.8518009185791,-260.33145904541016,0.04997000424191356,1.9073043465614319,-66.88763809204102,0.5,0.0,0.011621093750000002,0.15822265625,0.007890625,2.0,0.0,0.0,2,0.0,,,
10,80,16.91085227269289,16.91085227269289,0.0,-0.0,0,16.91085227269289,16.91085227269289,16.91085227269289,3,los,0.0,0.0,0.0,0.7547542423794861,-9.973251581192017,149.21940231323242,-262.31068420410156,0.0499100205488503,6.603155612945557,-67.51324081420898,0.5,0.0,0.038183593749999994,0.15416015625,0.007640625,2.0,0.0,0.0,2,1.0,12.42424626789423,12.11167555833111,0.9544195587827635,16.90510721826061,16.90510721826061,0.0,10.930625951105435,10.513865005021275,1.2725594117103514
11,88,11.271499537382631,11.873440843733004,4.012942042335829,0.0,0,11.270462338301593,7.258557495046802,7.258557495046802,3,nlos,0.0,0.0,0.0,0.6469322077538452,-18.01275324821472,35.34776759147644,-259.8921127319336,0.04985011415556073,14.68865704536438,-66.6716537475586,0.5,0.125,0.06474609375,0.131494140625,0.0064765625,2.0,0.0,0.0,2,0.0,,,
12,96,11.272070040869265,11.874096922742632,4.013512545822462,0.0,0,11.270462338301593,7.258557495046802,7.258557495046802,3,nlos,0.0,0.0,0.0,0.5660656817846146,-19.551925659179688,28.53982400894165,-252.0677604675293,0.04979043593630195,16.36341667175293,-64.02875518798828,0.5,0.0,0.09130859375,0.14603515625000002,0.007140625,2.0,0.0,0.0,2,1.0,12.303751270033544,11.761377941531709,-0.13249911599133757,16.90510721826061,16.90510721826061,0.0,10.769965953957856,10.046801515955408,-0.17666548798845008
13,104,16.90510721826061,16.90510721826061,0.0,-0.0,0,16.90510781723749,16.90510721826061,16.90510721826061,2,los,0.0,0.0,0.0,0.0,-16.43682050704956,18.202022790908813,-242.68515014648438,0.0497312149964273,13.40927505493164,-60.86887550354004,0.5,0.125,0.11787109374999999,0.12425781250000001,0.00603125,2.0,0.0,0.0,2,0.0,,,
14,112,16.90510721826061,16.90510721826061,0.0,-0.0,0,16.90510781723749,16.90510721826061,16.90510721826061,2,los,0.0,0.0,0.0,0.0,-19.320693492889404,18.541637897491455,-225.38340759277344,0.04967276658862829,16.5845685005188,-55.07418918609619,0.5,0.25,0.14443359374999998,0.1036865234375,0.00499609375,2.0,0.0,0.0,2,1.0,10.78701254575071,10.012774014465586,-0.36426955982068865,,,,10.78701254575071,10.012774014465586,-0.36426955982068865
