episode,global_step,avg_reward,avg_shaped_reward,avg_reward_margin,episode_no_ris_rate,episode_phase_gradient_reflector_rate,episode_reward_baseline,avg_actor_loss,avg_critic_loss,avg_alpha_loss,avg_alpha,avg_mean_q,avg_mean_log_prob,avg_actor_updated,avg_collection_deterministic,avg_collection_deterministic_prob,avg_exploration_scale,avg_action_noise_std,rx_block_episodes,rx_reused,eval_avg_reward,eval_avg_shaped_reward,eval_avg_reward_margin
15,120,11.300867616188153,10.48735017157969,-1.084689926144618,11.30359912680709,12.385557542332771,12.385557542332771,-17.391253232955933,95.48838806152344,-260.18678283691406,0.04960411321371794,14.085073471069336,-66.63128852844238,0.5,0.125,0.17099609375,0.13105957031249998,0.0069873046875,2,0.0,,,
16,128,11.307403882437496,10.49878863751604,-1.0781536598952748,11.30359912680709,12.385557542332771,12.385557542332771,-22.87313985824585,59.064124584198,-256.55279541015625,0.0495448112487793,19.632556915283203,-65.3873462677002,0.5,0.0,0.19755859375,0.14513671875,0.00767578125,2,1.0,11.187566396764337,10.415540428255138,-0.821095207269571
17,136,11.036735763338452,9.367107811860233,-2.226170601970958,11.119222703368518,13.26290636530941,13.26290636530941,-26.41716766357422,50.01203203201294,-249.29501724243164,0.04948591720312834,23.301645755767822,-62.93886852264404,0.5,0.5,0.22412109375,0.0704443359375,0.0036962890625,2,0.0,,,
18,144,11.022083027033357,9.341465523326315,-2.240823338276053,11.119222703368518,13.26290636530941,13.26290636530941,-24.536205768585205,33.102057456970215,-236.45795059204102,0.04942777846008539,21.63702154159546,-58.63730049133301,0.5,0.25,0.25068359375,0.1022607421875,0.0053173828125,2,1.0,,,
19,152,11.33391774525758,11.449817925757412,0.5795009024991735,11.300479510470948,10.754416842758406,10.754416842758406,-22.126307487487793,29.075527667999268,-219.6407012939453,0.0493709547445178,19.508070945739746,-53.016371726989746,0.5,0.25,0.27724609375,0.09852539062499999,0.0050683593749999995,2,0.0,,,
20,160,11.32946470937151,11.444474282694134,0.5750478666131045,11.300479510470948,10.754416842758406,10.754416842758406,-24.502129077911377,23.225521564483643,-195.81674575805664,0.04931610357016325,22.27869701385498,-45.07226085662842,0.5,0.25,0.30380859374999997,0.09515624999999998,0.00484375,2,1.0,7.4641990716330895,3.9017008134096947,-4.7499976776311925
21,168,10.815600988594696,9.036887781184175,-2.3716176098806976,10.76194512950725,13.187218598475393,13.187218598475393,-26.593603134155273,31.091936588287354,-158.4592399597168,0.049264286644756794,24.985169410705566,-32.63943815231323,0.5,0.375,0.33037109375,0.0760986328125,0.0038232421875000005,2,0.0,,,
22,176,10.804272608898472,9.01706311671578,-2.382945989576921,10.76194512950725,13.187218598475393,13.187218598475393,-24.893256187438965,31.023000240325928,-106.8962459564209,0.049217396415770054,24.130187034606934,-15.499074101448059,0.5,0.5,0.35693359375,0.0588720703125,0.0029248046875,2,1.0,,,
23,184,4.284922133305982,-0.9322674417544071,-6.956252766747187,4.717650770311104,11.241174900053169,11.241174900053169,-24.64131736755371,41.21232461929321,-59.90260124206543,0.049177639186382294,24.646796226501465,0.11250713467597961,0.5,0.25,0.38349609375,0.084609375,0.004140625,2,0.0,,,
24,192,4.500147707358333,-0.5556226871627931,-6.741027192694836,4.717650770311104,11.241174900053169,11.241174900053169,-21.47078514099121,47.607529401779175,-18.884620666503906,0.0491466773673892,22.145748615264893,13.731846570968628,0.5,0.5,0.41005859375,0.054111328125,0.002607421875,2,1.0,10.993414520060256,9.521361725395243,-1.9627370595533504
25,200,10.978578195551936,9.56717031660119,-1.881877171934331,10.914924120981635,12.860455367486267,12.860455367486267,-19.64829111099243,36.042922496795654,-35.21125364303589,0.049123622477054596,20.056815147399902,8.314903378486633,0.5,0.5,0.43662109374999997,0.051474609375,0.0024316406249999998,2,0.0,,,
26,208,10.973682192183988,9.558602310707279,-1.8867731753022792,10.914924120981635,12.860455367486267,12.860455367486267,-22.907622814178467,32.197052240371704,-69.20258331298828,0.04910374991595745,22.762161254882812,-2.9623926877975464,0.5,0.25,0.46318359375,0.073916015625,0.003427734375,2,1.0,,,
27,216,11.014213333829396,9.48598749039573,-2.0376344579115493,11.081237686939467,13.051847791740945,13.051847791740945,-25.79387855529785,27.549957036972046,-101.75670623779297,0.04908271133899689,25.118453979492188,-13.759720802307129,0.5,0.625,0.48974609375,0.035419921875,0.0016113281250000003,2,0.0,,,
28,224,11.003845063189404,9.467843016775749,-2.048002728551541,11.081237686939467,13.051847791740945,13.051847791740945,-27.811418533325195,30.482531547546387,-122.0870132446289,0.04905794560909271,26.805689811706543,-20.498269081115723,0.5,0.625,0.51630859375,0.032856445312499996,0.0014404296875,2,1.0,10.971169936013254,11.633013277829871,3.3092167090830773
29,232,11.224972227667847,12.365972089019365,5.70499930675759,11.283256496634747,5.519972920910257,5.519972920910257,-27.677077293395996,29.230520963668823,-132.90202713012695,0.04902880359441042,26.49639892578125,-24.07750177383423,0.5,0.5,0.54287109375,0.0421728515625,0.0018115234375,2,0.0,,,
30,240,11.222813263756777,12.36338133232608,5.70284034284652,11.283256496634747,5.519972920910257,5.519972920910257,-28.18803310394287,30.906702518463135,-139.5236930847168,0.04899567551910877,26.9010009765625,-26.2635498046875,0.5,0.625,0.5694335937499999,0.029926757812499996,0.0012451171875000001,2,1.0,,,
31,248,10.729635670598299,10.914776098127941,0.9257021376482015,10.766627166272126,9.803933532950097,9.803933532950097,-26.75313711166382,28.6694016456604,-127.52093887329102,0.04895977396517992,25.662424087524414,-22.273517608642578,0.5,0.75,0.59599609375,0.0188525390625,0.0007568359375,2,0.0,,,
32,256,10.736191049381597,10.922642552667895,0.9322575164315001,10.766627166272126,9.803933532950097,9.803933532950097,-27.24715566635132,31.19871687889099,-113.61831474304199,0.04892298951745033,26.383222103118896,-17.65545892715454,0.5,0.875,0.62255859375,0.0085107421875,0.00031738281249999996,2,1.0,8.280760677959458,5.398843660447963,-3.842556023348658
33,264,5.234589085209685,0.7381093785177247,-5.995306275589281,5.6268397719014045,11.229895360798967,11.229895360798967,-26.470779418945312,36.19996881484985,-100.58079147338867,0.04888686444610357,25.819164276123047,-13.326346158981323,0.5,0.625,0.64912109375,0.0242138671875,0.0008642578125000001,2,0.0,,,
34,272,5.268890763048558,0.7981373147357523,-5.961004597750408,5.6268397719014045,11.229895360798967,11.229895360798967,-24.679295539855957,41.63340139389038,-93.29690933227539,0.048852287232875824,24.14644432067871,-10.905497789382935,0.5,0.875,0.67568359375,0.0078515625,0.0002734375,2,1.0,,,
35,280,11.338694873559998,10.080162497367045,-1.6780431682572683,11.30219565143326,13.016738041817266,13.016738041817266,-23.183143138885498,42.41118574142456,-97.44154357910156,0.04881900455802679,22.58398723602295,-12.27107286453247,0.5,0.625,0.7022460937499999,0.020991210937499998,0.0006494140625,2,0.0,,,
36,288,11.338086144011733,10.079097220657584,-1.6786518978055334,11.30219565143326,13.016738041817266,13.016738041817266,-24.327366828918457,42.51497793197632,-111.31846809387207,0.04878570232540369,23.50478172302246,-16.858556270599365,0.5,0.875,0.72880859375,0.0066796875,0.00019531249999999996,2,1.0,4.422742066165684,-1.0935244974332754,-7.3550220847986125
37,296,4.364517131567331,-1.1985085199377163,-7.4173675353400625,4.648502654770328,11.781884666907393,11.781884666907393,-26.5956449508667,47.31239318847656,-129.2922134399414,0.04875067342072725,25.483951091766357,-22.79980182647705,0.5,0.625,0.75537109375,0.0170361328125,0.0003857421874999998,2,0.0,,,
38,304,4.306396799133806,-1.300219101696386,-7.475487867773587,4.648502654770328,11.781884666907393,11.781884666907393,-23.512683391571045,48.43167495727539,-144.4392547607422,0.048712569288909435,22.15813398361206,-27.80183219909668,0.5,1.0,0.78193359375,0.0,0.0,2,1.0,,,
39,312,4.2841480989064005,-1.3329735531797005,-7.4894955361147995,4.686238886648063,11.7736436350212,11.7736436350212,-22.15642261505127,45.71225166320801,-159.04755783081055,0.048670646734535694,20.568355083465576,-32.6218695640564,0.5,0.75,0.80849609375,0.0096240234375,0.00014160156250000002,2,0.0,,,
40,320,4.235619604521159,-1.417898418353871,-7.538024030500041,4.686238886648063,11.7736436350212,11.7736436350212,-22.21086311340332,47.41606283187866,-175.9227066040039,0.048624616116285324,20.35358953475952,-38.1872673034668,0.5,0.75,0.8350585937499999,0.008232421875,4.882812500000004e-05,2,1.0,11.078889107910761,9.435042604441584,-2.1917953379589035
41,328,11.061900737031326,9.505591929209778,-2.0750784104287288,11.100854530759465,13.136979147460055,13.136979147460055,-23.06834888458252,40.333374977111816,-192.59383392333984,0.048574112355709076,20.946088790893555,-43.67993450164795,0.5,0.875,0.85,0.00375,0.0,2,0.0,,,
42,336,11.069827031260813,9.519462944111384,-2.0671521161992423,11.100854530759465,13.136979147460055,13.136979147460055,-26.349120616912842,38.49455714225769,-202.25705337524414,0.048519243486225605,24.07533311843872,-46.8505220413208,0.5,1.0,0.85,0.0,0.0,2,1.0,,,
43,344,11.090658538353516,9.3553601339092,-2.313731205925759,11.064879606584622,13.404389744279275,13.404389744279275,-28.160682678222656,41.358625173568726,-211.57618713378906,0.048460545018315315,25.741602897644043,-49.90328598022461,0.5,0.75,0.85,0.0075,0.0,2,0.0,,,
44,352,11.088856368600158,9.352206336840819,-2.3155333756791165,11.064879606584622,13.404389744279275,13.404389744279275,-29.137563228607178,45.09988355636597,-212.1953010559082,0.048398930579423904,26.7130389213562,-50.078664779663086,0.5,0.875,0.85,0.00375,0.0,2,1.0,8.10806796106458,5.947481529098646,-2.7201504017826528
45,360,5.466122889863802,1.0676017910306628,-5.864694798444185,5.642379939993957,11.330817688307986,11.330817688307986,-29.26161766052246,50.3943886756897,-211.84053802490234,0.04833541624248028,26.84735345840454,-49.931490898132324,0.5,1.0,0.85,0.0,0.0,2,0.0,,,
46,368,5.493596006850428,1.1156797457572594,-5.837221681457558,5.642379939993957,11.330817688307986,11.330817688307986,-28.50227689743042,48.867868423461914,-206.19214248657227,0.04827106837183237,26.182692527770996,-48.037055015563965,0.5,0.75,0.85,0.0075,0.0,2,1.0,,,
47,376,10.756980183429496,10.843252412638101,0.43136114604301845,10.793804352739594,10.325619037386478,10.325619037386478,-28.7458176612854,55.94020128250122,-196.2932014465332,0.04820694122463465,26.58819580078125,-44.742305755615234,0.5,0.75,0.85,0.0075,0.0,2,0.0,,,
48,384,10.755127107629068,10.841028721677587,0.42950807024259063,10.793804352739594,10.325619037386478,10.325619037386478,-27.725594520568848,52.00197172164917,-186.2648048400879,0.04814411047846079,25.7313814163208,-41.40808868408203,0.5,1.0,0.85,0.0,0.0,2,1.0,11.312533742413835,11.666140796617789,2.221517302967777
