episode,global_step,avg_reward,avg_shaped_reward,avg_reward_margin,avg_hard_block_gap,hard_replay_added,episode_no_ris_rate,episode_phase_gradient_reflector_rate,episode_reward_baseline,rx_candidate_index,rx_focus_selected,rx_focus_selection_prob,rx_focus_candidate_avg_gap,rx_candidate_avg_gap_after_episode,avg_actor_loss,avg_critic_loss,avg_alpha_loss,avg_alpha,avg_mean_q,avg_mean_log_prob,avg_actor_updated,avg_collection_deterministic,avg_collection_deterministic_prob,avg_exploration_scale,avg_action_noise_std,avg_effective_policy_delay,avg_actor_gate_active,avg_online_hard_step_gap,rx_block_episodes,rx_reused,eval_avg_reward,eval_avg_shaped_reward,eval_avg_reward_margin
32,256,5.7584759403267185,2.70857523014688,-6.099801420359675,6.099801420359675,8,5.634897288173955,11.858277360686394,11.858277360686394,4,0.0,0.0,0.0,2.2270745937108325,-26.11795425415039,18.66649627685547,-102.69169616699219,0.049098867923021317,25.426902770996094,-14.073486328125,0.25,0.75,0.62255859375,0.0179736328125,0.0006982421875,5.5,0.875,6.099171471429813,1,0.0,7.553082746311109,6.0473570107832355,-2.3048431277735406
33,264,10.798671994813487,11.268820493672957,2.35074249429735,0.0,0,10.769440656216888,8.447929500516137,8.447929500516137,1,0.0,0.0,0.0,1.6233173347050487,-25.651092529296875,22.271292448043823,-115.55283737182617,0.04907756485044956,24.75109577178955,-18.335903882980347,0.5,0.75,0.64912109375,0.0168017578125,0.0006201171875000001,2.0,0.0,0.0,1,0.0,,,
34,272,4.293266399417694,0.8059384752999597,-6.974655848235469,6.974655848235469,8,4.670282589293046,11.267922247653162,11.267922247653162,0,0.0,0.0,0.0,6.739872199351249,-25.14720058441162,21.471373796463013,-128.11141967773438,0.0490578506141901,24.0434513092041,-22.496397018432617,0.25,0.75,0.67568359375,0.01482421875,0.0004882812500000002,5.5,0.875,6.971629190122991,1,0.0,10.863502830941393,10.925637097184612,0.9230156234123479
35,280,10.915424149163114,11.449824647134513,2.6720024898570056,0.0,0,10.936384706223103,8.243421659306108,8.243421659306108,2,0.0,0.0,0.0,1.079693934454119,-25.561994075775146,24.04524850845337,-134.37533950805664,0.049031857401132584,24.357226371765137,-24.567147254943848,0.5,0.625,0.7022460937499999,0.020991210937499998,0.0006494140625,2.0,0.0,0.0,1,0.0,,,
36,288,10.843753669358705,10.446854126162068,-0.7937990863932782,0.7937990863932782,0,10.908448551650762,11.637552755751983,11.637552755751983,2,0.0,0.0,0.0,1.0537034937213152,-26.10838556289673,24.693990230560303,-143.58091354370117,0.04899674002081156,24.755390644073486,-27.609192848205566,0.5,0.75,0.72880859375,0.012919921875,0.0003613281249999999,2.0,0.0,0.7951054299297431,1,0.0,10.993441140301826,10.321551047994834,-1.3437801846139834
37,296,11.080698274437069,10.949256403735092,-0.2628837414039573,0.2628837414039573,0,11.085400315259168,11.343582015841026,11.343582015841026,3,0.0,0.0,0.0,0.9033510286890053,-26.412173748016357,22.47740864753723,-150.44326782226562,0.048958019353449345,24.949403285980225,-29.871986389160156,0.5,0.875,0.75537109375,0.006020507812499999,0.00015136718750000003,2.0,0.0,0.2669548240821854,1,0.0,,,
38,304,10.902225288358768,9.687907615542857,-2.428635345631827,2.428635345631827,0,10.940959214116678,13.330860633990595,13.330860633990595,2,0.0,0.0,0.0,1.168281148047191,-26.61286973953247,22.40179181098938,-155.11497497558594,0.048916338942945004,25.076258659362793,-31.406342029571533,0.5,1.0,0.78193359375,0.0,0.0,2.0,0.0,2.427143688936996,1,0.0,8.314387359411793,7.200877028304085,-1.2997746286018015
39,312,11.000881971632664,11.619797855213926,3.0945794179063153,0.0,0,10.964432401415895,7.9063025537263485,7.9063025537263485,2,0.0,0.0,0.0,1.0784133674281764,-28.046651363372803,23.998584508895874,-166.52540588378906,0.04887190740555525,26.3273663520813,-35.171475410461426,0.5,0.75,0.80849609375,0.009477539062499998,0.0001318359375,2.0,0.0,0.0,1,0.0,,,
40,320,5.592654633707456,2.7279712394107625,-5.729366788593385,5.729366788593385,8,5.644931120308829,11.32202142230084,11.32202142230084,4,0.0,0.0,0.0,2.5773038131990877,-28.259244918823242,23.421379327774048,-167.49529266357422,0.04883978981524706,26.526089668273926,-35.479928970336914,0.25,0.875,0.8350585937499999,0.0040429687500000006,1.9531250000000017e-05,5.5,0.875,5.727075965677715,1,0.0,10.945056860072665,11.157712549789757,1.4685993219624272
41,328,5.70660090996777,2.6033530785679324,-6.206495662799675,6.206495662799675,8,5.636726654167215,11.913096572767445,11.913096572767445,4,1.0,0.1858945917013896,2.5773038131990877,2.907230344980959,-27.44853973388672,22.6976478099823,-162.5674591064453,0.0488157644867897,25.796350479125977,-33.838951110839844,0.25,0.875,0.85,0.00375,0.0,5.5,0.875,6.210550668260485,1,0.0,,,
42,336,11.025740548529384,11.605890822089362,2.9007513677998826,0.0,0,10.995272624240755,8.124989180729502,8.124989180729502,2,0.0,0.0,0.0,1.0013838411833067,-28.023891925811768,23.852925300598145,-163.06544494628906,0.04877610318362713,26.365554809570312,-33.99045658111572,0.5,1.0,0.85,0.0,0.0,2.0,0.0,0.0,1,0.0,11.10453585046366,10.757127504594756,-0.055904303049099546
43,344,11.213875600150846,11.640208197196728,2.1316629852294167,0.0,0,11.114986653314814,9.08221261492143,9.08221261492143,3,0.0,0.0,0.0,0.7527925239075044,-28.397510528564453,25.99910807609558,-161.4564552307129,0.04872652143239975,26.767693519592285,-33.439791679382324,0.5,1.0,0.85,0.0,0.0,2.0,0.0,0.0,1,0.0,,,
44,352,5.242811970622058,1.97198899044656,-6.541645960350997,6.541645960350997,8,4.771911267834785,11.784457930973055,11.784457930973055,0,1.0,0.581640066131792,6.739872199351249,6.717847061684555,-27.804829597473145,26.548900365829468,-159.4386444091797,0.04869213607162237,26.209440231323242,-32.75852966308594,0.25,0.75,0.85,0.0075,0.0,5.5,0.875,6.539643745003317,1,0.0,4.856717124928858,1.6543384152380995,-6.404757419381514
45,360,11.181900697045807,10.369295236026012,-1.6252109220395905,1.6252109220395905,0,11.155247223034015,12.807111619085397,12.807111619085397,4,1.0,0.21253919601508572,2.907230344980959,2.8003953930691785,-28.17143154144287,27.59974217414856,-163.37284469604492,0.048651205375790596,26.514602661132812,-34.04648685455322,0.5,0.5,0.85,0.015,0.0,2.0,0.0,1.6261762001683646,1,0.0,,,
46,368,5.521390452094007,2.681408159466756,-5.679964585254503,5.679964585254503,8,5.6415086126642775,11.20135503734851,11.20135503734851,4,0.0,0.0,0.0,3.0219007155449726,-28.373366355895996,27.291837215423584,-160.59695434570312,0.04861630406230688,26.763147354125977,-33.11448287963867,0.25,1.0,0.85,0.0,0.0,5.5,0.875,5.678598851940507,1,0.0,10.912874165873866,11.525712046381699,3.064189402539151
47,376,10.991235993399343,11.602812718578743,3.0578836258970012,0.0,0,10.941203465371764,7.933352367502342,7.933352367502342,2,0.0,0.0,0.0,0.934624918437753,-29.033663272857666,27.164988040924072,-161.64701080322266,0.048574911430478096,27.408508777618408,-33.44788646697998,0.5,0.875,0.85,0.00375,0.0,2.0,0.0,0.0,1,0.0,,,
48,384,10.829693998331742,11.442829366164673,3.0656768391646514,0.0,0,10.793216161814952,7.76401715916709,7.76401715916709,1,0.0,0.0,0.0,1.298653867764039,-29.321118354797363,27.444698810577393,-163.92031860351562,0.04852370545268059,27.662109851837158,-34.18067169189453,0.5,1.0,0.85,0.0,0.0,2.0,0.0,0.0,1,0.0,5.018823702162175,1.7516895579521476,-6.534268288420055
